ML#,City,Zip Code,List Price,Original List Price,Close Price,Legal Subdivision,Status,Date Quarter,Close Date,DOMM,DOMP,Baths All,Bedrooms,Condo Coop Fee,HOA Fee,Lot Sqft,Total Square Footage,Type,Parking,Has Garage
MC8461124,ROCKVILLE,20852,525000,525000,514500,WOODMONT PLACE,SOLD,4,11/17/2014,7,7,3,2,,1250,1700,0,Attach/Row Hse,Garage,TRUE
MC8362822,GAITHERSBURG,20882,524900,574900,515000,GOSHEN HUNT HILLS,SOLD,4,11/17/2014,139,139,3,4,,,61413,3543,Detached,"Garage, Drvwy/Off Str, Paved Driveway, Faces Side, Garage Door Opener",TRUE
MC8504420,ROCKVILLE,20850,485000,485000,485000,NEW MARK COMM TH,SOLD,4,11/17/2014,0,0,3,3,,1065,2543,0,Townhouse,Assigned,FALSE
MC8382948,CHEVY CHASE,20815,475000,525000,447500,THE ELIZABETH,SOLD,4,11/17/2014,130,130,2,2,1072,0,,1353,Other,Garage,TRUE
MC8469189,ROCKVILLE,20850,469000,469000,453000,ROCKSHIRE TOWNHOUSES,SOLD,4,11/17/2014,22,22,4,4,,62.5,2080,1920,Townhouse,Assigned,FALSE
MC8472361,ROCKVILLE,20850,449000,449000,402500,ROCKVILLE HEIGHTS,SOLD,4,11/17/2014,15,15,3,3,,,11130,0,Detached,Garage,TRUE
MC8464914,SILVER SPRING,20901,419000,419000,410000,NORTH HILLS,SOLD,4,11/17/2014,21,21,3,3,,,6433,0,Detached,Drvwy/Off Str,FALSE
MC8407484,ROCKVILLE,20853,409900,449900,409900,MANOR WOODS,SOLD,4,11/17/2014,84,84,4,5,,,8746,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8455416,SILVER SPRING,20904,405000,405000,396000,GATESTONE,SOLD,4,11/17/2014,45,45,4,3,,401.5,1723,0,Townhouse,Garage,TRUE
MC8454637,GERMANTOWN,20874,400000,400000,382500,FOUNTAIN HILLS,SOLD,4,11/17/2014,17,17,3,3,,83.5,2000,2656,Townhouse,"Garage, Paved Driveway",TRUE
MC8478867,NORTH BETHESDA,20852,385000,385000,365000,GALLERY AT WHITE FLINT P,SOLD,4,11/17/2014,7,7,1,2,388,,,1038,Hi-Rise 9+ Floors,"Assigned, Garage, Prk Space Cnvys, Underground, Garage Door Opener, Attached",TRUE
MC8464429,SILVER SPRING,20903,369900,369900,370000,CREST PARK,SOLD,4,11/17/2014,21,21,3,5,,,9068,0,Detached,Drvwy/Off Str,FALSE
MC8470874,SILVER SPRING,20903,348000,344900,348000,HILLANDALE HEIGHTS,SOLD,4,11/17/2014,16,16,3,4,,,12723,0,Detached,Concrete Driveway,FALSE
MC8452097,GAITHERSBURG,20886,345000,345000,345000,HIGHLAND HALL -MONTG VIL,SOLD,4,11/17/2014,36,36,3,3,,312.59,2802,2518,Townhouse,Garage,TRUE
MC8394510,ROCKVILLE,20855,329000,345900,310000,PARK OVERLOOK,SOLD,4,11/17/2014,98,355,4,3,,221.7,1400,1400,Townhouse,Assigned,FALSE
MC8466208,GAITHERSBURG,20882,310000,310000,300000,GARFIELD MANOR,SOLD,4,11/17/2014,5,5,2,4,,,31576,1671,Detached,Garage,TRUE
MC8460899,SILVER SPRING,20910,297500,297500,297500,GLEN BRIAR,SOLD,4,11/17/2014,10,10,2,3,279,,,1020,Attach/Row Hse,"Street, On-site Prk/Rent",FALSE
MC8420017,GAITHERSBURG,20886,294999,319900,293000,SHADOW OAK,SOLD,4,11/17/2014,76,76,4,4,,321,1400,0,Townhouse,Assigned,FALSE
MC8415174,ROCKVILLE,20852,289000,295000,284000,10101 GROSVENOR PARK COD,SOLD,4,11/17/2014,66,66,1,1,423,,,923,Hi-Rise 9+ Floors,"Assigned, Permit Required",FALSE
MC8456917,BURTONSVILLE,20866,270000,270000,260000,SADDLE CREEK,SOLD,4,11/17/2014,24,24,4,3,,54.45,1400,0,Attach/Row Hse,Assigned,FALSE
MC8462643,MONTGOMERY VILLAGE,20886,255000,255000,240000,MILLRACE,SOLD,4,11/17/2014,10,10,4,4,,125,970,0,Townhouse,"Garage, Off Site Parking, Other, Permit Required, Attached, Garage Door Opener, Concrete Driveway",TRUE
MC8368608,GERMANTOWN,20874,230000,245000,220000,CHURCHILL TWN SECTOR TH,SOLD,4,11/17/2014,120,120,2,3,,73,1440,0,Townhouse,Assigned,FALSE
MC8471270,SILVER SPRING,20906,165000,165000,165000,WINTERGATE AT LONGMEAD C,SOLD,4,11/17/2014,1,1,2,2,203.82,,,859,Garden 1-4 Floors,Unassigned,FALSE
MC8505502,ROCKVILLE,20852,2175000,2175000,2175000,LUXMANOR,SOLD,4,11/18/2014,0,0,8,6,,,25563,0,Detached,Garage,TRUE
MC8265169,BETHESDA,20816,1795000,1795000,1750000,GLEN MAR PARK,SOLD,4,11/18/2014,262,262,5,5,,,8312,0,Detached,Garage,TRUE
MC8290635,POTOMAC,20854,1450000,1670000,1455000,POTOMAC OUTSIDE,SOLD,4,11/18/2014,182,182,6,5,,,37691,0,Detached,"Paved Driveway, Garage, DW - Circular, Garage Door Opener, Asphalt Driveway",TRUE
MC8452285,ROCKVILLE,20850,549500,549500,540000,CODM RESIDENCES II OF FA,SOLD,4,11/18/2014,7,7,2,3,333,34.88,,1704,Garden 1-4 Floors,Garage,TRUE
MC8482935,OLNEY,20832,549000,549000,549000,BROOKVILLE KNOLLS,SOLD,4,11/18/2014,6,6,4,4,,190,10260,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8424995,SILVER SPRING,20904,529875,549875,525875,COLESVILLE MANOR,SOLD,4,11/18/2014,63,63,4,5,,,15178,4315,Detached,Garage,TRUE
MC8448822,GERMANTOWN,20874,527500,527500,527500,CHURCHILL TOWN SECTOR,SOLD,4,11/18/2014,18,18,3,4,,43,11476,3292,Detached,Garage,TRUE
MC8455169,DAMASCUS,20872,399000,429900,392000,FOX RIDGE ESTATES,SOLD,4,11/18/2014,30,30,3,4,,,27199,0,Detached,Garage,TRUE
MC8393069,POOLESVILLE,20837,390000,390000,395000,WESTERLY,SOLD,4,11/18/2014,52,52,3,4,,,13781,2496,Detached,"Drvwy/Off Str, Private 1-10 Spaces, Paved Driveway, Street",FALSE
MC8453455,MONTGOMERY VILLAGE,20886,389999,399995,380000,GABLE FIELD M V,SOLD,4,11/18/2014,42,149,4,3,,285,4896,0,Detached,Garage,TRUE
MC8473301,GERMANTOWN,20876,385000,385000,385000,WEXFORD,SOLD,4,11/18/2014,16,16,3,5,,58,6291,0,Detached,Drvwy/Off Str,FALSE
MC8464001,GAITHERSBURG,20878,379900,379900,370000,BOZZUTO HOMES AT KENTLAN,SOLD,4,11/18/2014,7,7,2,2,373,84,,1393,Garden 1-4 Floors,"Garage, Garage Door Opener",TRUE
MC8458491,SILVER SPRING,20902,369000,369000,372000,PLYERS MILL ESTATES,SOLD,4,11/18/2014,33,33,2,3,,,7494,1596,Detached,"Drvwy/Off Str, Concrete Driveway",FALSE
MC8473284,SILVER SPRING,20906,369000,379000,367000,LONGMEAD,SOLD,4,11/18/2014,17,17,4,3,,60,2320,0,Townhouse,Assigned,FALSE
MC8424363,GAITHERSBURG,20878,349990,365990,349900,DIAMOND FARMS,SOLD,4,11/18/2014,65,65,4,4,,240,2000,0,Townhouse,Other,FALSE
MC8441968,GAITHERSBURG,20878,349500,360000,345000,DIAMOND FARMS,SOLD,4,11/18/2014,72,72,4,3,,240,3284,0,Townhouse,"Assigned, Free",FALSE
MC8466348,MONTGOMERY VILLAGE,20886,319900,319900,315000,THE REACH - MONTG VILL,SOLD,4,11/18/2014,17,115,4,3,,95.26,1700,1940,Townhouse,Garage,TRUE
MC8478817,CLARKSBURG,20871,309999,318000,316500,ARORA HILLS CODM ASSN IN,SOLD,4,11/18/2014,9,88,3,3,182,32,,2604,Townhouse,"Garage, Drvwy/Off Str, Street",TRUE
MC8433683,OLNEY,20832,306000,316500,305000,HALLOWELL,SOLD,4,11/18/2014,65,65,4,3,,89.25,1503,0,Townhouse,Assigned,FALSE
MC8401090,GAITHERSBURG,20877,285000,285000,280000,DEER PARK,SOLD,4,11/18/2014,45,307,2,3,,,20958,0,Detached,"Carport, Concrete Driveway",FALSE
MC8428126,GERMANTOWN,20874,280000,290000,280000,CHURCHILL TWN SECTOR TH,SOLD,4,11/18/2014,65,65,4,3,,84,1760,0,Townhouse,Street,FALSE
MC8482675,SILVER SPRING,20906,276500,276500,274000,ROSSMOOR MUTUAL #9,SOLD,4,11/18/2014,15,15,2,3,655,,,1193,Duplex,"Garage, Street, Drvwy/Off Str",TRUE
MC8465016,ROCKVILLE,20852,274900,284000,274900,10101 GROSVENOR PARK COD,SOLD,4,11/18/2014,24,24,1,1,423,,,931,Hi-Rise 9+ Floors,"Assigned, Permit Required",FALSE
MC8480723,SILVER SPRING,20906,269000,269000,275000,BONIFANT WOODS,SOLD,4,11/18/2014,4,4,3,3,,48.4,2477,1402,Townhouse,Assigned,FALSE
MC8485731,GERMANTOWN,20874,225000,225000,225000,PLEASANT FIELDS,SOLD,4,11/18/2014,3,3,2,2,,76,1496,1368,Townhouse,Assigned,FALSE
MC8498867,ROCKVILLE,20853,225000,225000,255000,WHEATON WOODS,SOLD,4,11/18/2014,3,3,2,3,,,6379,1668,Detached,Paved Driveway,FALSE
MC8457710,SILVER SPRING,20906,124900,124900,120000,THE GRNS AT LEISURE WRLD,SOLD,4,11/18/2014,20,20,2,2,490,0,,990,Hi-Rise 9+ Floors,"Free, Handicap Parking, Unassigned",FALSE
MC8439065,POTOMAC,20854,1349000,1399500,1300000,AVENEL,SOLD,4,11/19/2014,50,50,5,4,,306.33,10841,4826,Detached,"Drvwy/Off Str, Garage",TRUE
MC8460734,BETHESDA,20817,834500,834500,834500,STONEYHURST CENTER,SOLD,4,11/19/2014,4,4,4,4,,140,2375,0,Townhouse,"Garage, Prk Space Cnvys, Assigned",TRUE
MC8505839,GAITHERSBURG,20878,801821,801821,801821,,SOLD,4,11/19/2014,0,0,4,3,,57.8,12345,0,Attach/Row Hse,Garage,TRUE
MC8463065,GAITHERSBURG,20878,799900,799900,750000,WATKINS MILL TOWN CENTER,SOLD,4,11/19/2014,38,117,4,5,,90,4018,5000,Detached,Garage,TRUE
MC8448505,BETHESDA,20817,724900,749000,724900,WYNGATE,SOLD,4,11/19/2014,36,36,3,4,,,7176,0,Detached,"Drvwy/Off Str, Off Site Parking",FALSE
MC8441397,POOLESVILLE,20837,699500,714900,690000,BRIGHTWELL CROSSING,SOLD,4,11/19/2014,32,32,5,5,,0,17558,0,Detached,"Drvwy/Off Str, Garage, Garage Door Opener",TRUE
MC8455579,CLARKSBURG,20871,599000,599000,615000,CLARKSBURG TOWN CENTER,SOLD,4,11/19/2014,25,25,4,4,,1023,7097,3628,Detached,"Garage, Drvwy/Off Str, Paved Driveway, Faces Side, Attached, Garage Door Opener",TRUE
MC8447179,ASHTON,20861,525000,525000,510000,SAM RICE MANOR,SOLD,4,11/19/2014,33,33,3,4,,,23773,2036,Detached,"Carport, Drvwy/Off Str",FALSE
MC8473080,SILVER SPRING,20910,525000,549900,525000,SLIGO PARK HILLS,SOLD,4,11/19/2014,17,17,3,3,,,5596,0,Detached,Garage,TRUE
MC8476978,NORTH POTOMAC,20878,500000,500000,490000,QUINCE ORCHARD KNOLLS,SOLD,4,11/19/2014,2,2,4,3,,50,10461,2381,Detached,"Free, Garage",TRUE
MC8414017,GAITHERSBURG,20878,489900,499990,470000,LAKELANDS,SOLD,4,11/19/2014,95,95,3,3,,90,1362,1854,Townhouse,"Garage, Street, Garage Door Opener",TRUE
MC8418490,CLARKSBURG,20871,479900,479900,479900,CLARKSBURG OUTSIDE,SOLD,4,11/19/2014,28,28,3,4,,,21688,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8395190,GERMANTOWN,20874,444990,449990,455130,VILLAGE WEST @ GERMANTOW,SOLD,4,11/19/2014,33,33,4,3,,96,1958,2379,Townhouse,"Garage, Faces Front",TRUE
MC8403083,ROCKVILLE,20851,419000,419000,399000,SILVER ROCK,SOLD,4,11/19/2014,98,98,2,5,,,8523,0,Detached,"Drvwy/Off Str, Garage, Paved Driveway, Garage Door Opener, Faces Front, Concrete Driveway",TRUE
MC8362930,SILVER SPRING,20904,399900,404900,382500,WOODLAWN TERRACE,SOLD,4,11/19/2014,112,112,3,4,,,6175,0,Detached,Drvwy/Off Str,FALSE
MC8471841,OLNEY,20832,399900,399900,399900,BROOKE MANOR FARMS,SOLD,4,11/19/2014,7,7,4,3,,249,3220,2112,Townhouse,"Garage, Concrete Driveway",TRUE
MC8456625,SILVER SPRING,20910,279900,284900,275000,8045 AT SILVER SPRING ME,SOLD,4,11/19/2014,44,161,1,1,305,,,820,Mid-Rise 5-8 Floors,"Street, PublPark",FALSE
MC8438347,SILVER SPRING,20910,275000,299900,275000,CAPITOL VIEW PARK,SOLD,4,11/19/2014,60,60,1,3,,,7222,0,Detached,"Drvwy/Off Str, Private 1-10 Spaces",FALSE
MC8477797,GAITHERSBURG,20886,250000,250000,257000,STEDWICK TOWNHOUSES,SOLD,4,11/19/2014,3,3,4,3,,334.11,2054,2150,Townhouse,Assigned,FALSE
MC8461523,GAITHERSBURG,20877,249000,275000,240000,AUDUBON SQUARE,SOLD,4,11/19/2014,29,29,2,3,,169,1800,0,Attach/Row Hse,"Private 1-10 Spaces, Assigned",FALSE
MC8434524,BETHESDA,20817,225000,225000,220000,SPRINGLAKE,SOLD,4,11/19/2014,49,49,1,2,433,0,,922,Other,Unassigned,FALSE
MC8448399,SILVER SPRING,20901,215000,225000,208000,MANCHESTER GARDENS,SOLD,4,11/19/2014,61,61,1,3,320,,,986,Townhouse,Assigned,FALSE
MC8497390,SILVER SPRING,20901,205000,205000,205000,LONDON TERRACE CODM,SOLD,4,11/19/2014,4,4,2,3,401.59,,,1210,Garden 1-4 Floors,Off Site Parking,FALSE
MC8484753,SILVER SPRING,20906,135000,135000,130000,FAIRWAYS SOUTH,SOLD,4,11/19/2014,9,9,2,2,588,0,,1115,Hi-Rise 9+ Floors,Unassigned,FALSE
MC8447593,BETHESDA,20816,1225000,1225000,1190000,SPRINGFIELD,SOLD,4,11/20/2014,30,30,5,5,,,9358,4156,Detached,Garage,TRUE
MC8469593,BETHESDA,20817,1120000,1120000,1105000,BANNOCKBURN ESTATES,SOLD,4,11/20/2014,8,8,4,6,,,20583,3950,Detached,"Drvwy/Off Str, Garage",TRUE
MC8441294,ROCKVILLE,20854,759000,759000,715000,TIMBERWOOD OF POTOMAC,SOLD,4,11/20/2014,41,124,3,5,,,19050,2872,Detached,Garage,TRUE
MC8388390,POTOMAC,20854,735000,789900,675000,INVERNESS FOREST,SOLD,4,11/20/2014,113,113,4,5,,,9600,0,Detached,Garage,TRUE
MC8465770,BETHESDA,20814,699000,699000,699000,PARKVIEW,SOLD,4,11/20/2014,16,16,3,4,,,6939,2200,Detached,"Garage, Street, Faces Front, Attached, Garage Door Opener, Asphalt Driveway",TRUE
MC8478300,POTOMAC,20854,695000,695000,695000,POTOMAC WOODS,SOLD,4,11/20/2014,10,10,4,5,,,9140,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8477054,BOYDS,20841,639000,639000,630000,KINGS CROSSING,SOLD,4,11/20/2014,7,7,3,4,,190,13653,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8346839,NORTH POTOMAC,20878,631129,631129,600000,QUINCE TRACE,SOLD,4,11/20/2014,97,97,4,3,,95,2008,2467,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8487672,BETHESDA,20817,625000,625000,701000,HILLMEAD,SOLD,4,11/20/2014,6,6,2,3,,,7623,0,Detached,"Drvwy/Off Str, Paved Driveway",FALSE
MC8473751,NORTH BETHESDA,20852,620000,609900,620000,TIMBERLAWN,SOLD,4,11/20/2014,23,23,5,3,,84,4083,0,Townhouse,Garage,TRUE
MC8355065,POTOMAC,20854,612000,664500,590000,HIGHLAND STONE,SOLD,4,11/20/2014,123,123,3,3,,,8886,2005,Detached,"Drvwy/Off Str, Carport",FALSE
MC8410812,GAITHERSBURG,20878,599990,609990,576000,,SOLD,4,11/20/2014,72,72,4,3,,72,2094,2413,Townhouse,"Garage, Drvwy/Off Str",TRUE
MC8337496,GERMANTOWN,20874,599900,650000,590000,CLOPPERS MILL WEST,SOLD,4,11/20/2014,160,160,4,5,,,10000,0,Detached,Garage,TRUE
MC8438498,GAITHERSBURG,20878,599900,624900,590000,LAKELANDS,SOLD,4,11/20/2014,51,51,3,3,,90,2000,0,Townhouse,Garage,TRUE
MC8479609,BETHESDA,20817,599000,599000,600000,WILDWOOD HILLS,SOLD,4,11/20/2014,5,5,4,3,,113,2267,0,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8460639,POOLESVILLE,20837,563900,563900,563900,HUNTERS RUN,SOLD,4,11/20/2014,6,6,3,4,,,37526,0,Detached,"Paved Driveway, Garage",TRUE
MC8418031,BROOKEVILLE,20833,549000,575000,535000,OLNEY OUT RES (3),SOLD,4,11/20/2014,39,39,3,3,,,217800,1848,Detached,"Garage, Drvwy/Off Str",TRUE
MC8472138,SILVER SPRING,20904,525000,525000,525000,VALLEYBROOK,SOLD,4,11/20/2014,6,56,4,5,,,21700,0,Detached,"Garage, DW - Circular",TRUE
MC8459295,SILVER SPRING,20902,500000,500000,450000,KEMP MILL FARMS,SOLD,4,11/20/2014,13,13,3,4,,,9000,0,Detached,"Carport, Concrete Driveway, Attached",FALSE
MC8363437,ROCKVILLE,20850,499900,549950,499900,KING FARM BAILEYS COMMON,SOLD,4,11/20/2014,145,145,3,3,,100.35,1300,1676,Townhouse,"Garage, Garage Door Opener, Free",TRUE
MC8427541,GERMANTOWN,20874,449999,500000,439000,FOUNTAIN HILLS,SOLD,4,11/20/2014,69,69,3,3,,65,7669,0,Detached,Drvwy/Off Str,FALSE
MC8436219,SILVER SPRING,20906,440000,450000,425000,LAYHILL VILL EAST,SOLD,4,11/20/2014,54,173,3,4,,,15675,2508,Detached,"Drvwy/Off Str, Garage",TRUE
MC8483037,GERMANTOWN,20874,438294,438294,420990,,SOLD,4,11/20/2014,0,0,4,3,,96,1895,2135,Townhouse,"Drvwy/Off Str, Garage, Concrete Driveway",TRUE
MC8439592,GERMANTOWN,20874,435000,435000,410000,DARNESTOWN OUTSIDE,SOLD,4,11/20/2014,53,174,2,3,,,54450,1742,Detached,Garage,TRUE
MC8477350,SILVER SPRING,20904,415000,415000,395000,PAINT BRANCH ESTS,SOLD,4,11/20/2014,14,86,3,5,,,14553,0,Detached,"Carport, Drvwy/Off Str",FALSE
MC8492153,TAKOMA PARK,20912,415000,415000,430000,TAKOMA PARK,SOLD,4,11/20/2014,5,5,1,3,,,6338,0,Detached,"Garage, Street",TRUE
MC8373936,SILVER SPRING,20905,400000,450000,405000,COUNTRYSIDE,SOLD,4,11/20/2014,146,146,4,5,,,17182,0,Detached,"Carport, Drvwy/Off Str, Garage, Paved Driveway, Garage Door Opener, Additional Storage Area, Asphalt Driveway",TRUE
MC8490639,BOYDS,20841,380000,380000,360000,DARNESTOWN OUTSIDE,SOLD,4,11/20/2014,1,428,3,4,,,113692,0,Detached,Garage,TRUE
MC8426757,SILVER SPRING,20904,379900,399900,375000,TANGLEWOOD,SOLD,4,11/20/2014,73,73,3,4,,33,11334,0,Detached,Garage,TRUE
MC8436311,ROCKVILLE,20852,374950,399900,371000,RANDOLPH HILLS,SOLD,4,11/20/2014,58,58,2,5,,,6059,0,Detached,Drvwy/Off Str,FALSE
MC8470718,GERMANTOWN,20874,350000,350000,346725,CHURCHILL TWN SECTOR TH,SOLD,4,11/20/2014,6,6,4,3,,84,1760,0,Townhouse,"Gen Comm Elem, Unassigned",FALSE
MC8484525,ROCKVILLE,20853,349875,359875,335000,WHEATON WOODS,SOLD,4,11/20/2014,26,51,2,5,,,6900,2126,Detached,"Concrete Driveway, Street",FALSE
MC8362158,SILVER SPRING,20901,325000,335000,325000,NORTHWOOD PARK VIEW,SOLD,4,11/20/2014,36,36,3,3,,198,1500,0,Townhouse,Free,FALSE
MC8484953,CLARKSBURG,20871,325000,325000,325000,FOUNTAIN VIEW,SOLD,4,11/20/2014,7,112,3,4,,,20000,0,Detached,"Carport, Drvwy/Off Str, Paved Driveway, Private 1-10 Spaces",FALSE
MC8448227,OLNEY,20832,324900,324900,320000,THE HGLDS OF OLNEY CODM,SOLD,4,11/20/2014,18,18,3,3,215,,,2052,Townhouse,Drvwy/Off Str,FALSE
MC8465271,DAMASCUS,20872,296000,296000,288500,SWEEPSTAKES,SOLD,4,11/20/2014,13,13,4,3,,108.33,1500,1680,Townhouse,Assigned,FALSE
MC8497000,ROCKVILLE,20853,255000,255000,255000,ENGLISH MANOR,SOLD,4,11/20/2014,6,6,2,3,,,9000,0,Detached,"Carport, Street",FALSE
MC8466324,SILVER SPRING,20901,239000,249000,239000,TOP OF THE PARK,SOLD,4,11/20/2014,24,24,1,2,274.16,,,1092,Attach/Row Hse,"Unassigned, Gen Comm Elem",FALSE
MC8482222,GERMANTOWN,20874,239000,239000,239000,VILL AT MANCHESTER FARMS,SOLD,4,11/20/2014,5,105,3,3,240,65,,1356,Townhouse,Assigned,FALSE
MC8446636,BETHESDA,20816,238500,245900,230000,THE KENWOOD,SOLD,4,11/20/2014,44,44,1,1,718,,,1017,Hi-Rise 9+ Floors,"Garage, Assigned, Under Home Parking",TRUE
MC8464702,GERMANTOWN,20874,218000,218000,215000,GERMANTOWN PARK,SOLD,4,11/20/2014,27,27,3,4,,136,2772,0,Townhouse,Assigned,FALSE
MC8472198,GAITHERSBURG,20886,204990,204990,204900,MCKENDREE,SOLD,4,11/20/2014,18,18,3,3,,319.68,858,0,Townhouse,Assigned,FALSE
MC8472253,TAKOMA PARK,20912,169900,174900,169900,SHERWOOD CODM,SOLD,4,11/20/2014,18,115,2,3,711.09,,,1233,Mid-Rise 5-8 Floors,"Assigned, Prk Space Cnvys, Permit Required",FALSE
MC8487421,GERMANTOWN,20874,159000,159000,150000,LAKEVIEW CODM,SOLD,4,11/20/2014,6,6,2,3,248,,,972,Garden 1-4 Floors,"Other, Unassigned",FALSE
MC8463091,SILVER SPRING,20906,139950,139950,136000,ROSSMOOR MUTUAL #15,SOLD,4,11/20/2014,19,19,2,2,602,0,,1157,Garden 1-4 Floors,"Assigned, Additional Storage Area",FALSE
MC8467586,MONTGOMERY VILLAGE,20886,118500,125000,110000,MILLS CHOICE CODM,SOLD,4,11/20/2014,39,39,2,2,582.56,,,1121,Garden 1-4 Floors,Assigned,FALSE
MC8455588,CHEVY CHASE,20815,1824900,1899000,1800000,MARTINS ADDITION,SOLD,4,11/21/2014,53,53,6,6,,,7643,5736,Detached,"Garage, Street, Garage Door Opener, Attached, Faces Front",TRUE
MC8442565,KENSINGTON,20895,1599000,1675000,1525000,CHEVY CHASE VIEW,SOLD,4,11/21/2014,43,106,5,5,,,12001,5947,Detached,Garage,TRUE
MC8461390,BETHESDA,20814,1549000,1549000,1549000,GLENBROOK VILLAGE,SOLD,4,11/21/2014,0,0,6,6,,,5362,4465,Detached,"Drvwy/Off Str, Garage",TRUE
MC8461222,DARNESTOWN,20874,1429000,1429000,1360000,DARNESTOWN KNOLLS,SOLD,4,11/21/2014,27,147,6,5,,,228690,6296,Detached,"Garage, DW - Circular, Attached",TRUE
MC8436694,BETHESDA,20817,1425000,1450000,1375000,WYNGATE,SOLD,4,11/21/2014,69,69,5,5,,,6849,0,Detached,"Garage, Garage Door Opener, Concrete Driveway",TRUE
MC8456437,BETHESDA,20816,1270000,1270000,1270000,GLEN ECHO HEIGHTS,SOLD,4,11/21/2014,12,12,4,5,,,14236,0,Detached,Carport,FALSE
MC8468355,KENSINGTON,20895,1189000,1189000,1200000,PARKWOOD,SOLD,4,11/21/2014,9,9,5,5,,,8283,4237,Detached,"Attached, Garage",TRUE
MC8481862,BETHESDA,20814,1175000,1175000,1165000,PARKWOOD,SOLD,4,11/21/2014,2,2,4,4,,,9252,4000,Detached,"Garage, Concrete Driveway, Drvwy/Off Str",TRUE
MC8304720,OLNEY,20832,977010,859990,982040,BATCHELLORS FOREST,SOLD,4,11/21/2014,42,42,4,4,,98,24816,3969,Detached,"Garage, Drvwy/Off Str",TRUE
MC8412813,POTOMAC,20854,935000,964500,912000,POTOMAC CREST,SOLD,4,11/21/2014,99,99,4,3,,98,4359,0,Townhouse,Garage,TRUE
MC8287989,NORTH POTOMAC,20878,889000,960000,885000,QUINCE ORCHARD KNOLLS,SOLD,4,11/21/2014,171,171,5,4,,83,12310,5024,Detached,Garage,TRUE
MC8486327,ROCKVILLE,20850,885000,885000,875000,ROSE HILL FALLS,SOLD,4,11/21/2014,6,258,5,4,,61.16,13467,4724,Detached,Garage,TRUE
MC8432160,BETHESDA,20817,824900,849900,800000,ASHBURTON,SOLD,4,11/21/2014,75,75,3,4,,,9914,2200,Detached,"Drvwy/Off Str, Garage",TRUE
MC8478263,POTOMAC,20854,799000,749000,799000,COPENHAVER,SOLD,4,11/21/2014,6,6,5,5,,,15400,3844,Detached,Garage,TRUE
MC8450015,CHEVY CHASE,20815,789000,859000,772000,CHEVY CHASE SEC 4-A,SOLD,4,11/21/2014,48,48,2,3,,,5354,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8452361,SILVER SPRING,20905,759750,759750,735000,ASHTON PRESERVE,SOLD,4,11/21/2014,36,36,4,4,,155,14308,5172,Detached,Garage,TRUE
MC8483360,BETHESDA,20816,749000,749000,749000,MASS AVE HILLS,SOLD,4,11/21/2014,7,7,2,4,,,8875,0,Detached,Garage,TRUE
MC8443744,SILVER SPRING,20901,719000,719000,690000,SEVEN OAKS,SOLD,4,11/21/2014,29,29,4,3,,,8500,0,Detached,"Garage, Paved Driveway",TRUE
MC8388146,SILVER SPRING,20906,699000,699000,680000,POPLAR RUN,SOLD,4,11/21/2014,84,84,4,5,,75,6388,0,Detached,Garage,TRUE
MC8453980,SILVER SPRING,20910,699000,725000,699000,MONTGOMERY HILLS FOREST,SOLD,4,11/21/2014,34,34,4,4,,,5937,0,Detached,Drvwy/Off Str,FALSE
MC8484773,ROCKVILLE,20852,697000,697000,697300,TOWER OAKS,SOLD,4,11/21/2014,0,0,4,4,,123,2560,0,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8453206,NORTH BETHESDA,20852,675000,732000,665000,CHERINGTON CODM,SOLD,4,11/21/2014,53,53,4,3,180,,,2736,Townhouse,"Garage, Garage Door Opener, Concrete Driveway",TRUE
MC8321393,OLNEY,20832,671401,639352,671401,,SOLD,4,11/21/2014,14,14,3,4,,56,6932,3100,Detached,Garage,TRUE
MC8414495,OLNEY,20832,659000,689900,635000,BARNSLEY MANOR ESTATES,SOLD,4,11/21/2014,83,132,4,4,,173.5,10235,4138,Detached,"Garage, Drvwy/Off Str, Paved Driveway",TRUE
MC8481457,KENSINGTON,20895,645000,645000,700000,ROCK CREEK HILLS,SOLD,4,11/21/2014,7,7,3,3,,,26668,0,Detached,Garage,TRUE
MC8459303,NORTH POTOMAC,20878,639000,639000,625000,POTOMAC RIDGE,SOLD,4,11/21/2014,27,27,4,5,,41.65,6476,1870,Detached,Garage,TRUE
MC8388642,GAITHERSBURG,20878,635000,675000,635000,QUINCE ORCHARD VALLEY,SOLD,4,11/21/2014,111,111,4,4,,26,10491,0,Detached,Garage,TRUE
MC8425084,TAKOMA PARK,20912,624900,674900,615000,TAKOMA PARK,SOLD,4,11/21/2014,71,71,3,3,,,6427,2287,Detached,"Drvwy/Off Str, Asphalt Driveway",FALSE
MC8464111,CHEVY CHASE,20815,620000,620000,637000,KENWOOD FOREST,SOLD,4,11/21/2014,3,3,3,3,355,,,1224,Attach/Row Hse,Assigned,FALSE
