ML#,City,Zip Code,List Price,Original List Price,Close Price,Legal Subdivision,Status,Date Quarter,Close Date,DOMM,DOMP,Baths All,Bedrooms,Condo Coop Fee,HOA Fee,Lot Sqft,Total Square Footage,Type,Parking,Has Garage
MC8399648,BETHESDA,20817,315000,315000,310000,WESTLAKE PARK BLDG B COD,SOLD,4,11/10/2014,91,405,2,2,922,,,1246,Hi-Rise 9+ Floors,Unassigned,FALSE
MC8473466,GAITHERSBURG,20879,295000,295000,285000,QUAIL VALLEY TH,SOLD,4,11/10/2014,12,12,4,3,,83.75,2504,0,Townhouse,Assigned,FALSE
MC8473113,GAITHERSBURG,20878,226000,226000,206000,BRIGHTON WEST CODM #4,SOLD,4,11/10/2014,29,29,4,3,410,0,,1846,Townhouse,Assigned,FALSE
MC8471136,SILVER SPRING,20904,225000,225000,225000,STKBRDGE AT TANGLWD COD,SOLD,4,11/10/2014,14,14,3,3,179,33,,0,Townhouse,Gen Comm Elem,FALSE
MC8455376,TAKOMA PARK,20912,219500,219500,216500,TAKOMA PARK,SOLD,4,11/10/2014,0,0,2,2,355,,,997,Hi-Rise 9+ Floors,"Assigned, Lmt Comm Elem, Permit Required",FALSE
MC8424735,GAITHERSBURG,20878,349500,359500,340000,LAKELAND RIDGE CODM,SOLD,4,11/11/2014,114,114,2,2,335,89.87,,1508,Townhouse,Garage,TRUE
MC8483810,SILVER SPRING,20906,299990,299990,275000,GARRETT FOREST,SOLD,4,11/11/2014,16,16,2,3,,,7124,0,Detached,Drvwy/Off Str,FALSE
MC8453245,SILVER SPRING,20906,225000,225000,215000,TURNBERRY COURTS AT LEIS,SOLD,4,11/11/2014,24,24,2,2,587,,,1379,Mid-Rise 5-8 Floors,"Unassigned, Handicap Parking",FALSE
MC8478253,SILVER SPRING,20906,200000,200000,200000,WINTERGATE AT LONGMEAD C,SOLD,4,11/11/2014,4,4,2,3,220,0,,1056,Garden 1-4 Floors,Assigned,FALSE
MC8397438,SILVER SPRING,20906,98500,98500,85000,MONTGOMERY MUTUAL COOP,SOLD,4,11/11/2014,40,40,2,2,773,773,,1308,Garden 1-4 Floors,"Assigned, Gen Comm Elem",FALSE
MC8445594,BETHESDA,20814,1590000,1590000,1652704,LIONSGATE AT WOODMONT CO,SOLD,4,11/12/2014,4,4,3,2,1333.65,,,2082,Hi-Rise 9+ Floors,"Prk Space Cnvys, Garage",TRUE
MC8298386,POTOMAC,20854,1249000,1575000,1185000,POTOMAC MANOR,SOLD,4,11/12/2014,206,206,8,5,,,139392,0,Detached,Garage,TRUE
MC8349210,BETHESDA,20817,1095000,1215000,1040000,BETHESDA OUT RES. (1),SOLD,4,11/12/2014,125,125,4,6,,,24830,3897,Detached,Garage,TRUE
MC8506708,BETHESDA,20817,1050000,1050000,925000,LYBROOK,SOLD,4,11/12/2014,0,0,3,4,,,20039,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8477837,ROCKVILLE,20852,825000,825000,825000,LUXMANOR,SOLD,4,11/12/2014,1,1,3,4,,,17800,0,Detached,Garage,TRUE
MC8379902,DARNESTOWN,20874,778888,778888,750000,HARLOW SUB,SOLD,4,11/12/2014,72,138,5,4,,0,444312,5568,Detached,Garage,TRUE
MC8147448,SILVER SPRING,20906,669000,618130,645000,,SOLD,4,11/12/2014,322,322,4,4,,98,7860,3350,Detached,"Drvwy/Off Str, Garage",TRUE
MC8402078,GERMANTOWN,20874,649000,659900,645000,CLOPPERS MILL WEST,SOLD,4,11/12/2014,78,78,5,4,,48.5,12937,0,Detached,Garage,TRUE
MC8481890,CHEVY CHASE,20815,635000,635000,651500,KENWOOD FOREST II,SOLD,4,11/12/2014,6,6,3,2,271,,,1110,Attach/Row Hse,"Free, Unassigned",FALSE
MC8460362,SILVER SPRING,20906,589900,589900,589900,LAYHILL VIEW,SOLD,4,11/12/2014,9,9,3,4,,,44258,0,Detached,"Drvwy/Off Str, Garage, Paved Driveway, Garage Door Opener, Detached, Additional Storage Area",TRUE
MC8433236,NORTH POTOMAC,20878,568800,589000,550000,DUFIEF,SOLD,4,11/12/2014,55,55,3,4,,13.5,40949,0,Detached,Garage,TRUE
MC8471282,SILVER SPRING,20910,529900,529900,520000,ROSEMARY HILLS,SOLD,4,11/12/2014,8,8,3,3,,,6851,0,Detached,Drvwy/Off Str,FALSE
MC8453265,SILVER SPRING,20906,529000,529000,528500,TIVOLI,SOLD,4,11/12/2014,23,23,4,5,,66,13702,3910,Detached,"Garage, Street",TRUE
MC8371615,ROCKVILLE,20853,479900,499900,460000,MANOR WOODS,SOLD,4,11/12/2014,121,121,3,5,,,10406,2815,Detached,"Drvwy/Off Str, Garage, Asphalt Driveway",TRUE
MC8308437,GERMANTOWN,20874,390000,435900,380000,KINGSVIEW VILLAGE,SOLD,4,11/12/2014,183,183,4,3,,87,1600,0,Townhouse,"Assigned, Garage",TRUE
MC8449602,SILVER SPRING,20901,389000,415000,389100,HIGHLAND VIEW,SOLD,4,11/12/2014,35,35,4,3,,780,2220,1760,Townhouse,Assigned,FALSE
MC8454568,SILVER SPRING,20910,334900,334900,335000,THE ORION CODM,SOLD,4,11/12/2014,6,6,2,2,402.94,,,943,Mid-Rise 5-8 Floors,"Street, PublPark, Parking Fee",FALSE
MC8471991,SILVER SPRING,20910,324900,324900,320000,ROCK CREEK GARDENS,SOLD,4,11/12/2014,10,10,2,2,483,0,,1400,Garden 1-4 Floors,"Permit Required, Surface, Unassigned",FALSE
MC8449348,SILVER SPRING,20906,290000,290000,272000,VANTAGE POINT WEST AT LE,SOLD,4,11/12/2014,36,185,2,2,684,0,,1490,Hi-Rise 9+ Floors,"Unassigned, Gen Comm Elem",FALSE
MC8471909,SILVER SPRING,20902,239900,239900,257000,WEISMANS SUB,SOLD,4,11/12/2014,6,6,1,4,,,5500,0,Detached,Street,FALSE
MC8491600,SILVER SPRING,20902,229900,229900,262000,CHESTNUT HILLS,SOLD,4,11/12/2014,6,6,3,3,,,7200,0,Detached,Street,FALSE
MC8390678,SILVER SPRING,20906,99000,99000,69999,HERITAGE WOODS,SOLD,4,11/12/2014,115,115,2,2,345,0,,981,Mid-Rise 5-8 Floors,Street,FALSE
MC8315135,POTOMAC,20854,1529000,1637000,1456000,CLAGETT FARM,SOLD,4,11/13/2014,119,119,6,6,,195,17614,7908,Detached,Garage,TRUE
MC8477417,CHEVY CHASE,20815,1450000,1450000,1450000,CHEVY CHASE SEC 5-A,SOLD,4,11/13/2014,5,5,5,5,,,11602,0,Detached,Garage,TRUE
MC8434757,KENSINGTON,20895,1348000,1348000,1300000,KENSINGTON ESTATES,SOLD,4,11/13/2014,40,40,5,6,,,6284,0,Detached,Garage,TRUE
MC8463790,CHEVY CHASE,20815,1100000,1100000,1060000,ORCHARDALE,SOLD,4,11/13/2014,10,10,4,6,,,10500,0,Detached,Street,FALSE
MC8446266,BETHESDA,20817,1049000,1095000,1039000,STRATTON WOODS,SOLD,4,11/13/2014,40,40,5,4,,,10727,3330,Detached,Drvwy/Off Str,FALSE
MC8461258,CABIN JOHN,20818,922000,919000,922000,CABIN JOHN PARK,SOLD,4,11/13/2014,4,4,4,5,,,11312,0,Detached,Drvwy/Off Str,FALSE
MC8433803,POTOMAC,20854,759000,779000,710000,WINDSOR HILLS,SOLD,4,11/13/2014,47,47,4,4,,,10566,2992,Detached,"Attached, Garage, Faces Front, Garage Door Opener",TRUE
MC8455912,ROCKVILLE,20850,749900,749900,735000,GLEN HILLS,SOLD,4,11/13/2014,26,234,3,4,,,44802,0,Detached,Garage,TRUE
MC8480163,KENSINGTON,20895,699627,699627,699627,PARKWOOD,SOLD,4,11/13/2014,4,4,2,4,,,8391,0,Detached,Street,FALSE
MC8448059,SILVER SPRING,20902,619500,649000,610000,FOREST GROVE,SOLD,4,11/13/2014,21,21,2,3,,,14280,1894,Detached,Garage,TRUE
MC8358052,NORTH BETHESDA,20852,589999,649999,570000,STERLING CODM,SOLD,4,11/13/2014,140,140,2,2,898.57,0,,1650,Hi-Rise 9+ Floors,Garage,TRUE
MC8471750,TAKOMA PARK,20912,580000,580000,604000,TAKOMA PARK,SOLD,4,11/13/2014,15,15,3,5,,,7269,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8371497,GAITHERSBURG,20878,508000,519000,503000,QUINCE ORCHARD PARK,SOLD,4,11/13/2014,117,117,4,4,,83,2122,0,Detached,Assigned,FALSE
MC8449111,ROCKVILLE,20853,485000,510000,485000,ROCK CREEK MANOR,SOLD,4,11/13/2014,41,41,3,5,,,10452,0,Detached,"Paved Driveway, Carport, Street",FALSE
MC8428741,SILVER SPRING,20902,425000,450000,415318,CHESTNUT RIDGE MANOR,SOLD,4,11/13/2014,48,48,2,4,,,6430,1592,Detached,"Drvwy/Off Str, Garage",TRUE
MC8433226,ROCKVILLE,20853,414900,439900,405000,MANOR WOODS,SOLD,4,11/13/2014,53,53,3,4,,,11818,0,Detached,"Carport, Street, Concrete Driveway",FALSE
MC8381622,KENSINGTON,20895,399900,499900,370000,OAKLAND TERRACE,SOLD,4,11/13/2014,105,105,2,3,,,11980,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8327607,SILVER SPRING,20906,399000,399000,392000,FAIRWAYS SOUTH,SOLD,4,11/13/2014,116,116,3,3,1159,0,,2200,Hi-Rise 9+ Floors,Garage,TRUE
MC8415080,SILVER SPRING,20901,339900,399000,280000,WOODMOOR,SOLD,4,11/13/2014,99,99,1,3,,,7427,1039,Detached,Drvwy/Off Str,FALSE
MC8458426,ROCKVILLE,20850,339900,339900,329000,KING FARM CODM,SOLD,4,11/13/2014,23,23,2,2,382,0,,1300,Garden 1-4 Floors,Unassigned,FALSE
MC8374875,SILVER SPRING,20901,329990,399990,327499,LONG BRANCH VILLAGE,SOLD,4,11/13/2014,125,125,2,3,,,5164,0,Detached,Street,FALSE
MC8468319,SILVER SPRING,20901,299999,299999,315000,NORTHWOOD PARK VIEW,SOLD,4,11/13/2014,4,4,3,5,,,7782,0,Detached,Drvwy/Off Str,FALSE
MC8472907,SILVER SPRING,20901,299900,299900,310000,SLIGO ESTATES,SOLD,4,11/13/2014,7,7,2,4,,,6600,0,Detached,Paved Driveway,FALSE
MC8467602,GAITHERSBURG,20878,299000,299000,299000,COPPERFIELD CROSSING COD,SOLD,4,11/13/2014,34,34,2,2,228,83,,1213,Garden 1-4 Floors,Unassigned,FALSE
MC8449016,SILVER SPRING,20906,295000,295000,277000,GREENS AT LEISURE WORLD ,SOLD,4,11/13/2014,27,27,2,3,740,,,1610,Hi-Rise 9+ Floors,"Assigned, Underground, Garage",TRUE
MC8479598,BETHESDA,20816,1055000,1055000,1055000,MASS AVE HILLS,SOLD,4,11/14/2014,0,0,3,5,,,8051,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8450347,POTOMAC,20854,1050000,1050000,1076500,RIVER FALLS,SOLD,4,11/14/2014,23,179,4,5,,,15668,3600,Detached,Garage,TRUE
MC8402467,CLARKSBURG,20871,885000,915000,865000,GREENWAY VILLAGE,SOLD,4,11/14/2014,91,91,5,5,,83,12145,5318,Detached,"Garage, Concrete Driveway",TRUE
MC8464503,KENSINGTON,20895,850000,850000,850000,ROCK CREEK HILLS,SOLD,4,11/14/2014,8,8,3,4,,,13160,0,Detached,"Garage, Garage Door Opener, Asphalt Driveway",TRUE
MC8460160,GAITHERSBURG,20878,849000,859000,831500,LAKELANDS,SOLD,4,11/14/2014,37,56,5,4,,90,4641,0,Detached,Garage,TRUE
MC8443299,ROCKVILLE,20853,800000,810000,787000,MANOR PARK,SOLD,4,11/14/2014,40,40,4,4,,,30000,4824,Detached,"Drvwy/Off Str, Garage, Paved Driveway, Garage Door Opener, Additional Storage Area, Asphalt Driveway",TRUE
MC8450534,BETHESDA,20816,780000,780000,755000,WESTBARD MEWS,SOLD,4,11/14/2014,32,32,4,2,450,0,,2775,Townhouse,Assigned,FALSE
MC8460789,BETHESDA,20816,769000,795000,769000,MASS AVE HILLS,SOLD,4,11/14/2014,21,21,3,4,,,6125,0,Detached,Garage,TRUE
MC8472181,NORTH POTOMAC,20878,759000,759000,761000,WESTLEIGH,SOLD,4,11/14/2014,4,4,4,5,,55,16804,3774,Detached,"Garage, Street",TRUE
MC8448471,DAMASCUS,20872,725000,725000,718000,COUNTY VIEW,SOLD,4,11/14/2014,26,26,4,4,,100,62514,0,Detached,"Garage, Paved Driveway",TRUE
MC8377742,CHEVY CHASE,20815,699000,749000,675000,PINEHURST VILLAGE,SOLD,4,11/14/2014,121,121,2,3,,,7329,0,Detached,"Drvwy/Off Str, Street, Faces Front, Asphalt Driveway",FALSE
MC8478723,SILVER SPRING,20910,687000,687000,704000,WOODSIDE PARK,SOLD,4,11/14/2014,3,3,3,4,,,11994,0,Detached,Drvwy/Off Str,FALSE
MC8449843,GAITHERSBURG,20882,684900,684900,675000,DAMASCUS OUTSIDE,SOLD,4,11/14/2014,42,42,3,4,,,87120,0,Detached,Garage,TRUE
MC8466641,BETHESDA,20817,675000,675000,685000,HUNTINGTON TERRACE,SOLD,4,11/14/2014,4,4,2,3,,,8403,1604,Detached,Drvwy/Off Str,FALSE
MC8449228,NORTH POTOMAC,20878,674000,689000,655000,DUFIEF,SOLD,4,11/14/2014,57,57,4,4,,318,10440,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8349469,POTOMAC,20854,665000,750000,656500,HORIZON HILL,SOLD,4,11/14/2014,169,169,4,5,,,11723,3390,Detached,"Drvwy/Off Str, Free, Garage",TRUE
MC8482042,BETHESDA,20814,645000,645000,665000,PARKWOOD,SOLD,4,11/14/2014,1,1,3,3,,,7260,0,Detached,Drvwy/Off Str,FALSE
MC8448920,NORTH POTOMAC,20878,625000,635000,630000,POTOMAC CHASE,SOLD,4,11/14/2014,33,33,3,4,,226.02,12644,2784,Detached,"Garage, Paved Driveway",TRUE
MC8472283,CLARKSBURG,20871,624500,624500,615000,GREENWAY VILLAGE,SOLD,4,11/14/2014,4,4,4,4,,83,7603,3994,Detached,Garage,TRUE
MC8403151,POTOMAC,20854,600000,685000,575000,HIGHLAND STONE,SOLD,4,11/14/2014,94,94,3,4,,,8100,2358,Detached,"Garage, Drvwy/Off Str",TRUE
MC8458541,GAITHERSBURG,20878,599900,629900,600000,KENTLANDS HILL DISTRICT,SOLD,4,11/14/2014,36,36,4,4,,112,2597,0,Detached,Garage,TRUE
MC8254026,ROCKVILLE,20852,588900,624000,585000,OLD GEORGETOWN VILL CODM,SOLD,4,11/14/2014,246,246,3,2,805,,,1840,Mid-Rise 5-8 Floors,Garage,TRUE
MC8481410,SILVER SPRING,20901,559000,559000,542000,INDIAN SPRING HILLS,SOLD,4,11/14/2014,5,34,3,4,,,13939,0,Detached,Drvwy/Off Str,FALSE
MC8484630,SILVER SPRING,20902,539900,539900,530000,GRAY SUB,SOLD,4,11/14/2014,1,1,4,6,,,8255,0,Detached,Attached,FALSE
MC8453398,DAMASCUS,20872,530000,530000,525000,DAMASCUS OUTSIDE,SOLD,4,11/14/2014,9,9,3,4,,20,31380,0,Detached,"Garage, Paved Driveway",TRUE
MC8389028,CLARKSBURG,20871,529900,539900,530300,CLARKSBURG TOWN CENTER,SOLD,4,11/14/2014,70,70,4,4,,85,4000,0,Detached,Garage,TRUE
MC8426555,SILVER SPRING,20901,529000,529000,507000,WOODMOOR,SOLD,4,11/14/2014,55,55,2,4,,,8211,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8448429,SILVER SPRING,20910,519000,525000,516000,FOREST GLEN STATION CODM,SOLD,4,11/14/2014,22,22,4,3,126.25,286.98,,2000,Townhouse,Garage,TRUE
MC8496872,SILVER SPRING,20902,510000,510000,502500,KEMP MILL ESTATES,SOLD,4,11/14/2014,0,0,3,4,,,14042,0,Detached,"Carport, Drvwy/Off Str",FALSE
MC8436886,GAITHERSBURG,20882,500000,500000,485000,ROSEWOOD ESTATES,SOLD,4,11/14/2014,49,126,3,4,,420,58871,0,Detached,Garage,TRUE
MC8419406,GAITHERSBURG,20882,499000,499000,490000,LAYTONSVILLE OUTSIDE,SOLD,4,11/14/2014,73,73,4,4,,,43560,3374,Detached,"Garage, Faces Front, Attached, Garage Door Opener, Paved Driveway",TRUE
MC8473700,ROCKVILLE,20850,489995,489995,494500,WEST END PARK,SOLD,4,11/14/2014,11,11,3,4,,,7762,0,Detached,"Drvwy/Off Str, Free",FALSE
MC8482579,SILVER SPRING,20904,479000,479000,450000,KIMBLEWICK,SOLD,4,11/14/2014,9,9,4,4,,,20002,0,Detached,Garage,TRUE
MC8451328,OLNEY,20832,477000,477000,468000,BARNSLEY MANOR ESTATES,SOLD,4,11/14/2014,23,23,4,3,,98,1760,0,Townhouse,"Garage, Drvwy/Off Str, Gen Comm Elem",TRUE
MC8440590,CLARKSBURG,20871,470000,470000,470000,CLARKSBURG TOWN CENTER,SOLD,4,11/14/2014,32,32,3,4,,85.25,4749,2696,Detached,Garage,TRUE
MC8437990,CLARKSBURG,20871,459999,471000,455000,GREENWAY VILLAGE,SOLD,4,11/14/2014,47,47,4,3,,85.08,4179,3062,Townhouse,Garage,TRUE
MC8348486,ROCKVILLE,20855,459900,495000,459900,MILL CREEK TOWNE,SOLD,4,11/14/2014,142,142,3,4,,,16938,0,Detached,"Carport, Drvwy/Off Str, Faces Front",FALSE
MC8366038,GAITHERSBURG,20878,459900,489900,440000,KENTLANDS HILL DISTRICT,SOLD,4,11/14/2014,122,155,4,3,,110.77,1080,0,Townhouse,Garage,TRUE
MC8461143,SILVER SPRING,20904,449000,475000,420000,COLESVILLE OUTSIDE,SOLD,4,11/14/2014,31,31,4,5,,,23509,0,Detached,Garage,TRUE
MC8462572,NORTH POTOMAC,20878,439900,449900,420000,AMBERLEA FARM,SOLD,4,11/14/2014,19,19,4,3,,150,1950,0,Townhouse,Assigned,FALSE
MC8455788,BROOKEVILLE,20833,439000,449000,425000,BROOKVILLE KNOLLS,SOLD,4,11/14/2014,36,36,3,4,,365,11884,0,Detached,"Garage, Drvwy/Off Str, Paved Driveway, Garage Door Opener, Faces Front, Asphalt Driveway",TRUE
MC8403015,CLARKSBURG,20871,430000,460000,415000,GREENWAY VILLAGE,SOLD,4,11/14/2014,93,93,4,3,,83,2304,0,Townhouse,Garage,TRUE
MC8418179,NORTH BETHESDA,20852,429900,429900,415000,BENTLEY PLACE CODM,SOLD,4,11/14/2014,49,49,3,3,374,355,,1278,Garden 1-4 Floors,Assigned,FALSE
MC8414225,OLNEY,20832,424900,474900,424900,OLNEY MILL,SOLD,4,11/14/2014,46,46,3,3,,55,13511,0,Detached,"Drvwy/Off Str, Covered Parking, Paved Driveway, Attached, Asphalt Driveway",FALSE
MC8346772,BROOKEVILLE,20833,419900,499900,378000,BROOKVILLE KNOLLS,SOLD,4,11/14/2014,159,159,3,5,,385,10800,0,Detached,Drvwy/Off Str,FALSE
MC8444441,CLARKSBURG,20871,399900,399900,399900,,SOLD,4,11/14/2014,15,15,4,3,,60,2178,2045,Townhouse,"Garage, Faces Rear, Attached, Garage Door Opener, Asphalt Driveway",TRUE
MC8482470,SILVER SPRING,20902,399000,399000,425000,GLEN ALLEN,SOLD,4,11/14/2014,0,0,4,3,,,18975,0,Detached,"Attached, Garage",TRUE
MC8460179,SILVER SPRING,20906,395149,378850,395149,,SOLD,4,11/14/2014,39,39,2,2,390.94,49.75,,1348,Garden 1-4 Floors,Unassigned,FALSE
MC8466846,BOYDS,20841,394900,394900,394900,CLARKSBURG OUTSIDE,SOLD,4,11/14/2014,9,9,3,3,,,28570,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8457197,ROCKVILLE,20852,370000,385000,370000,GEORGETOWN VILLAGE CODM,SOLD,4,11/14/2014,41,41,2,2,353,,,1206,Garden 1-4 Floors,Drvwy/Off Str,FALSE
MC8456485,ROCKVILLE,20851,365000,365000,365000,ROCKLAND,SOLD,4,11/14/2014,5,5,2,5,,,7200,0,Detached,Drvwy/Off Str,FALSE
MC8448305,SILVER SPRING,20905,350000,350000,337000,GUM SPRINGS FARM,SOLD,4,11/14/2014,46,113,3,4,,,15108,0,Detached,Carport,FALSE
MC8475886,SILVER SPRING,20901,350000,350000,350000,BURNT MILLS MANOR,SOLD,4,11/14/2014,6,6,3,3,,,11838,0,Detached,Carport,FALSE
MC8461255,ROCKVILLE,20852,349900,349900,335000,GABLES OF TUCKERMAN CODM,SOLD,4,11/14/2014,20,20,2,2,359,,,996,Garden 1-4 Floors,Drvwy/Off Str,FALSE
MC8469225,ROCKVILLE,20850,349000,349000,330000,BURGUNDY KNOLLS TH,SOLD,4,11/14/2014,13,13,4,4,,223.65,1640,0,Townhouse,Assigned,FALSE
MC8465844,GAITHERSBURG,20886,348888,348888,340000,GREENSIDE,SOLD,4,11/14/2014,19,122,4,3,,108.83,1980,1852,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8427457,SILVER SPRING,20901,325000,350000,290000,INDIAN SPRING PARK,SOLD,4,11/14/2014,63,63,1,3,,,7049,1312,Detached,Drvwy/Off Str,FALSE
MC8449624,ROCKVILLE,20851,325000,325000,312000,ROCKLAND,SOLD,4,11/14/2014,38,38,2,4,,,9980,1530,Detached,Concrete Driveway,FALSE
MC8448553,DAMASCUS,20872,324999,324999,330000,GREEN HILLS,SOLD,4,11/14/2014,29,29,3,4,,,12687,0,Detached,Drvwy/Off Str,FALSE
MC8464418,GERMANTOWN,20874,307500,307500,307500,CHURCHILL TWN SECTOR TH,SOLD,4,11/14/2014,9,9,3,3,,91,2229,0,Townhouse,Assigned,FALSE
MC8387016,SILVER SPRING,20906,305000,305000,295000,LONGMEAD,SOLD,4,11/14/2014,55,55,4,3,,59.75,1400,0,Townhouse,Assigned,FALSE
MC8425839,SILVER SPRING,20910,300000,315000,302000,TAKOMA PARK,SOLD,4,11/14/2014,41,41,2,3,,,5938,0,Detached,Drvwy/Off Str,FALSE
MC8467395,ROCKVILLE,20850,300000,300000,300000,MARYVALE,SOLD,4,11/14/2014,11,11,1,3,,,5707,1283,Detached,"Drvwy/Off Str, Garage, Street",TRUE
MC8454677,GERMANTOWN,20874,299000,299000,285000,GUNNERS LAKE VILLAGE,SOLD,4,11/14/2014,7,147,4,3,,85,1750,1920,Townhouse,Unassigned,FALSE
MC8451864,SILVER SPRING,20906,289900,299999,280000,LAYHILL SQUARE,SOLD,4,11/14/2014,47,47,4,3,,,1920,0,Townhouse,"Assigned, Drvwy/Off Str",FALSE
MC8419289,GERMANTOWN,20874,269900,282900,269900,GUNNERS LAKE VILLAGE,SOLD,4,11/14/2014,58,90,3,3,,64,1260,0,Townhouse,Assigned,FALSE
MC8465994,BURTONSVILLE,20866,264000,264000,262000,SADDLE CREEK,SOLD,4,11/14/2014,5,5,4,3,,54.54,1750,1800,Townhouse,Assigned,FALSE
MC9004914,BURTONSVILLE,20866,250000,250000,250000,SILVER SPRING CNTRY CLUB,SOLD,4,11/14/2014,15,15,3,3,,106,1200,0,Attach/Row Hse,Assigned,FALSE
MC8471515,SILVER SPRING,20906,249900,249900,249900,GEORGIAN COLONIES #5,SOLD,4,11/14/2014,5,5,4,4,245,,,2345,Townhouse,"Drvwy/Off Str, Permit Required",FALSE
MC8478452,BETHESDA,20816,244900,244900,240000,KENWOOD PLACE CODM,SOLD,4,11/14/2014,19,19,1,1,467,0,,1432,Garden 1-4 Floors,"Unassigned, Asphalt Driveway",FALSE
MC8459506,GAITHERSBURG,20886,235000,235000,235000,PARK PLACE AT MONTG VILL,SOLD,4,11/14/2014,32,32,3,3,325,,,1440,Garden 1-4 Floors,Assigned,FALSE
MC8449837,ROCKVILLE,20852,219900,229900,219900,TUCKERMAN STATION CODM,SOLD,4,11/14/2014,29,29,1,1,313,,,683,Garden 1-4 Floors,Assigned,FALSE
MC8395081,DAMASCUS,20872,215000,219900,218000,DAMASCUS VALLEY PARK,SOLD,4,11/14/2014,84,84,3,2,,71.5,1150,0,Townhouse,Assigned,FALSE
MC8383230,GAITHERSBURG,20878,207000,212000,205000,BRIGHTON WEST CODM #5,SOLD,4,11/14/2014,101,101,3,3,349,0,,1200,Townhouse,Assigned,FALSE
MC8470884,POOLESVILLE,20837,204900,204900,204900,WESMOND TOWNHOUSES,SOLD,4,11/14/2014,12,12,3,3,,75,1921,0,Townhouse,Assigned,FALSE
MC8465935,GERMANTOWN,20874,184900,184900,188500,CHURCHILL VIEW CODM,SOLD,4,11/14/2014,14,14,2,2,258,,,1200,Garden 1-4 Floors,"Assigned, Unassigned",FALSE
MC8322164,ROCKVILLE,20852,179900,199000,167000,THE FORUM,SOLD,4,11/14/2014,181,181,1,1,454,,,581,Hi-Rise 9+ Floors,"Free, Gen Comm Elem",FALSE
MC8429395,SILVER SPRING,20906,179000,179000,169000,TURNBERRY COURTS AT LEIS,SOLD,4,11/14/2014,77,77,2,2,536,,,1093,Hi-Rise 9+ Floors,Surface,FALSE
MC8453898,GAITHERSBURG,20879,160000,159900,160000,WINDBROOKE CODM,SOLD,4,11/14/2014,15,15,1,2,264,,,1043,Garden 1-4 Floors,Surface,FALSE
MC8458007,ROCKVILLE,20852,150000,150000,155000,WALNUT GROVE,SOLD,4,11/14/2014,23,23,1,1,417,,,770,Garden 1-4 Floors,Surface,FALSE
MC8461751,GERMANTOWN,20876,122000,122000,122000,MIDDLEBROOK COMMONS CODM,SOLD,4,11/14/2014,11,11,2,2,210,,,976,Other,Assigned,FALSE
MC8465161,GERMANTOWN,20876,119000,119000,115000,MIDDLEBROOK COMMONS CODM,SOLD,4,11/14/2014,12,12,2,2,210,0,,860,Garden 1-4 Floors,Assigned,FALSE
MC8484977,SILVER SPRING,20906,99900,99900,87500,GRAND BEL,SOLD,4,11/14/2014,15,15,2,2,605,,,1016,Garden 1-4 Floors,"Assigned, Street",FALSE
MC8479449,SILVER SPRING,20906,59900,59900,59900,MONTGOMERY MUTUAL COOP,SOLD,4,11/14/2014,10,10,1,1,673,,,850,Garden 1-4 Floors,"Assigned, Surface",FALSE
MC8447168,CHEVY CHASE,20815,1499900,1549900,1475000,MARTINS ADDITION,SOLD,4,11/17/2014,46,46,4,5,,,7007,3635,Detached,Drvwy/Off Str,FALSE
MC8282370,POTOMAC,20854,1350000,1525000,1275000,LAKE POTOMAC,SOLD,4,11/17/2014,203,203,7,5,,,101930,0,Detached,Garage,TRUE
MC8452656,CHEVY CHASE,20815,1095000,1095000,1035000,ROLLINGWOOD,SOLD,4,11/17/2014,33,80,4,3,,,6000,0,Detached,"Garage, Attached",TRUE
MC8446328,BETHESDA,20814,1045000,1045000,1050000,ENGLISH VILLAGE,SOLD,4,11/17/2014,6,6,5,5,,,11499,3812,Detached,"Drvwy/Off Str, Garage, Garage Door Opener, Asphalt Driveway",TRUE
MC8424743,GAITHERSBURG,20878,801822,775740,801821,CROWN FARM,SOLD,4,11/17/2014,0,0,5,4,,102,1635,2790,Townhouse,Garage,TRUE
MC8466453,ROCKVILLE,20855,725000,725000,725000,AVERY VILLAGE,SOLD,4,11/17/2014,3,3,4,4,,,88427,0,Detached,"Drvwy/Off Str, Garage, Garage Door Opener, Attached",TRUE
MC8504744,BOYDS,20841,700000,700000,700000,BRANCH HILL,SOLD,4,11/17/2014,0,0,4,5,,225,157687,0,Detached,Garage,TRUE
MC8386112,NORTH POTOMAC,20878,699990,717000,699990,QUINCE TRACE,SOLD,4,11/17/2014,90,90,3,3,,95,2591,2885,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8405209,SILVER SPRING,20910,614900,629000,615000,WHEATON OUT RES. (1),SOLD,4,11/17/2014,86,160,4,4,,,6542,0,Detached,Brick Driveway,FALSE
MC8452231,POTOMAC,20854,599999,625000,600000,MONTGOMERY SQUARE,SOLD,4,11/17/2014,31,31,4,4,,,10543,0,Detached,Garage,TRUE
