ML#,City,State,Zip 4,Zip Code,List Price,Original List Price,Close Price,Advertised Subdivision,Legal Subdivision,Status,Close Date,DOMM,DOMP,Baths All,Baths Half,Baths Full,Bedrooms,Condo Coop Fee,Cooling,Dining Kitchen,Farm,Fireplaces,Heating,HOA,HOA Fee,Lot Sqft,Total Square Footage,Townhouse Type,Type,Parking
MC8236399,ROCKVILLE,MD,2523,20850,209900,209900,209900,AMERICANA CENTRE,AMERICANA CENTRE,SOLD,1/31/2014,22,22,1,0,1,1,610,Central Air Conditioning,"Breakfast nook, Sep Dining Rm",FALSE,0,Other,TRUE,0,,870,,Hi-Rise 9+ Floors,Garage
MC8268943,GERMANTOWN,MD,,20876,209900,209900,209900,SCENERY POINTE CODM,SCENERY POINTE CODM,SOLD,4/8/2014,24,24,2,1,1,2,235.7,"Central Air Conditioning, Ceiling Fan(s)","Sep Dining Rm, Galley Kitchen",FALSE,1,Hot Water,FALSE,,,1242,End,Townhouse,"Garage, Drvwy/Off Str"
MC8297387,ROCKVILLE,MD,,20852,209900,229000,205000,BETHESDA PARK,BETHESDA PARK,SOLD,5/16/2014,32,32,2,1,1,3,568,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Heat Pump(s),FALSE,,,1227,,Mid-Rise 5-8 Floors,Street
MC8297851,GERMANTOWN,MD,,20876,209900,209900,195000,SCENERY POINTE CODM,SCENERY POINTE CODM,SOLD,6/13/2014,35,35,2,1,1,3,235.8,"Central Air Conditioning, ENERGY STAR Cooling System, Heat Pump(s)","Kit-Table Space, Liv-Din Combo",FALSE,0,"ENERGY STAR Heating System, Heat Pump(s)",FALSE,,,1208,Interior,Townhouse,Assigned
MC8317130,ROCKVILLE,MD,2010,20850,209900,215000,199000,WOODLEY GARDENS COOP,WOODLEY GARDENS COOP,SOLD,6/20/2014,43,43,2,0,2,2,565,Central Air Conditioning,Sep Dining Rm,FALSE,0,Forced Air,FALSE,,,1250,,Garden 1-4 Floors,Drvwy/Off Str
MC8315733,GERMANTOWN,MD,5362,20874,209900,209900,204000,GUNNERS LAKE VILLAGE,GUNNERS LAKE VILLAGE,SOLD,6/6/2014,15,15,2,1,1,3,,Central Air Conditioning,Kit-Breakfast Bar,FALSE,0,Heat Pump(s),TRUE,72,961,0,Interior,Townhouse,Assigned
MC8316740,OLNEY,MD,,20832,209900,209900,209900,FAIR HILL CODM,FAIR HILL CODM,SOLD,5/22/2014,6,6,2,1,1,2,269.5,Central Air Conditioning,Sep Dining Rm,FALSE,1,Heat Pump(s),TRUE,30,,1137,,Other,Assigned
MC8335329,GAITHERSBURG,MD,1110,20886,209900,209900,210000,MCKENDREE,MCKENDREE,SOLD,5/23/2014,2,2,3,1,2,4,,Heat Pump(s),Liv-Din Combo,FALSE,0,Heat Pump(s),TRUE,106.56,779,0,Interior,Townhouse,Assigned
MC8212418,GERMANTOWN,MD,2053,20874,209500,225000,198000,GERMANTOWN PARK,GERMANTOWN PARK,SOLD,3/4/2014,74,74,2,1,1,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Heat Pump(s),TRUE,136,2068,0,End,Townhouse,Assigned
MC8311278,TAKOMA PARK,MD,6961,20912,209500,209500,205000,TAKOMA PARK,TAKOMA PARK,SOLD,5/28/2014,8,8,1,0,1,2,354,"Other, Zoned","Gourmet, Kit-Breakfast Bar, Sep Dining Rm",FALSE,0,"90% Forced Air, Hydronic Radiant Floors, Zoned",FALSE,,,993,,Hi-Rise 9+ Floors,"Assigned, Lmt Comm Elem, Permit Required"
MC8225123,POOLESVILLE,MD,2105,20837,209000,209000,206000,WESMOND TOWNHOUSES,WESMOND TOWNHOUSES,SOLD,2/14/2014,2,2,3,1,2,3,,"Central Air Conditioning, Ceiling Fan(s)","Liv-Din Combo, Breakfast nook, Eat-In Kitchen",FALSE,0,Central,TRUE,75,1344,0,Interior,Townhouse,Assigned
MC8253999,ROCKVILLE,MD,2718,20852,209000,212500,202000,THE FORUM,THE FORUM,SOLD,3/31/2014,22,22,2,1,1,1,591,Central Air Conditioning,Gourmet,FALSE,0,Forced Air,FALSE,,,877,,Hi-Rise 9+ Floors,"Free, Unassigned, Drvwy/Off Str"
MC8279056,MONTGOMERY VILLAGE,MD,4052,20886,209000,219900,210000,ESSEX PLACE - MONTG VILL,ESSEX PLACE - MONTG VILL,SOLD,5/30/2014,51,51,2,0,2,3,,Central Air Conditioning,Liv-Din Combo,FALSE,0,Forced Air,TRUE,104,1050,1300,Interior,Townhouse,Assigned
MC8284571,GAITHERSBURG,MD,1909,20886,209000,209000,204000,THOMAS CHOICE WEST,THOMAS CHOICE WEST,SOLD,5/30/2014,28,28,3,1,2,2,,Central Air Conditioning,"Kit-Table Space, Eat-In Kitchen",FALSE,0,Heat Pump(s),TRUE,270.82,705,0,Interior,Townhouse,Unassigned
MC8278768,GERMANTOWN,MD,,20874,208990,208990,209000,WATERS HOUSE CODM,WATERS HOUSE CODM,SOLD,3/31/2014,7,7,2,0,2,2,198,"Central Air Conditioning, Ceiling Fan(s)","Liv-Din Combo, Galley Kitchen",FALSE,1,Heat Pump(s),FALSE,0,,1299,,Garden 1-4 Floors,Unassigned
MC8286368,SILVER SPRING,MD,2870,20906,208500,208500,208500,MONTGOMERY CHASE CODM,MONTGOMERY CHASE CODM,SOLD,4/23/2014,3,3,2,1,1,2,150,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm, Fam Rm Off Kit, Gourmet",FALSE,0,Forced Air,FALSE,,,1330,Piggyback,Townhouse,Assigned
MC8301949,GAITHERSBURG,MD,3719,20877,208000,208000,200000,TOWNE CREST,TOWNE CREST,SOLD,6/15/2014,27,27,4,2,2,4,,Central Air Conditioning,Other,FALSE,0,Forced Air,TRUE,200,1530,0,Interior,Townhouse,Assigned
MC8252103,BETHESDA,MD,6734,20814,207900,219000,200000,PROMENADE TOWERS COOP,PROMENADE TOWERS COOP,SOLD,3/31/2014,35,35,1,0,1,1,974.69,Central Air Conditioning,"Kit-Breakfast Bar, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,,981,,Hi-Rise 9+ Floors,Garage
MC8197728,SILVER SPRING,MD,1583,20906,205000,215000,205000,VILLA CORTEZ CODM,VILLA CORTEZ CODM,SOLD,1/30/2014,70,70,2,0,2,2,606,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,TRUE,0,,1300,,Garden 1-4 Floors,Unassigned
MC8225188,GERMANTOWN,MD,2030,20874,205000,205000,197000,GERMANTOWN PARK,GERMANTOWN PARK,SOLD,1/24/2014,20,20,2,1,1,3,,Heat Pump(s),"Fam Rm Off Kit, Eat-In Kitchen",FALSE,0,Heat Pump(s),TRUE,136,2000,0,End,Townhouse,Unassigned
MC8297754,BETHESDA,MD,6771,20814,205000,215000,204000,PROMENADE TOWERS COOP,PROMENADE TOWERS COOP,SOLD,6/24/2014,62,62,1,0,1,1,1044,Central Air Conditioning,"Dining ""L"", Kit-Table Space",FALSE,0,Forced Air,FALSE,,,981,,Hi-Rise 9+ Floors,Garage
MC8317031,SILVER SPRING,MD,,20904,205000,205000,205000,STKBRDGE AT TANGLWD COD,STKBRDGE AT TANGLWD COD,SOLD,6/26/2014,31,31,3,1,2,3,179,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo",FALSE,1,Heat Pump(s),TRUE,33,,1326,End,Back-to-Back,"Drvwy/Off Str, Gen Comm Elem, Unassigned"
MC8358492,GAITHERSBURG,MD,1110,20886,204990,204990,199000,MCKENDREE,MCKENDREE,SOLD,6/20/2014,16,16,3,1,2,3,,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo",FALSE,0,Forced Air,TRUE,106,779,0,Interior,Townhouse,Assigned
MC8265418,GERMANTOWN,MD,,20874,204900,204900,199500,WATERS HOUSE CODM,WATERS HOUSE CODM,SOLD,3/31/2014,23,23,2,0,2,2,198,Central Air Conditioning,Sep Dining Rm,FALSE,1,Heat Pump(s),FALSE,,,1200,,Garden 1-4 Floors,Unassigned
MC8324824,SILVER SPRING,MD,,20906,204900,204900,195000,ROSSMOOR MUTUAL #9,ROSSMOOR MUTUAL #9,SOLD,5/21/2014,7,7,1,0,1,2,626,Central Air Conditioning,Sep Dining Rm,FALSE,1,Heat Pump(s),TRUE,0,,850,,Patio Home,"Garage, Garage Door Opener, Concrete Driveway"
MC8249283,GERMANTOWN,MD,,20874,203000,200000,203000,WATERS HOUSE CODM,WATERS HOUSE CODM,SOLD,1/31/2014,1,1,2,0,2,2,198,Heat Pump(s),"Dining ""L""",FALSE,1,Heat Pump(s),TRUE,0,,1149,,Garden 1-4 Floors,Drvwy/Off Str
MC8160452,SILVER SPRING,MD,,20906,200000,245000,165000,LEISURE WORLD,FAIRWAYS SOUTH,SOLD,1/17/2014,134,253,2,0,2,2,605,Central Air Conditioning,"Sep Dining Rm, Eat-In Kitchen",FALSE,0,Heat Pump(s),TRUE,0,,1420,,Hi-Rise 9+ Floors,Garage
MC8275526,GAITHERSBURG,MD,4270,20886,200000,200000,198000,MILLRACE,MILLRACE,SOLD,4/16/2014,36,36,2,1,1,2,,"Central Air Conditioning, Heat Pump(s)",Liv-Din Combo,FALSE,1,"Forced Air, Heat Pump(s)",TRUE,310,1056,0,Multiplex,Attach/Row Hse,Garage
MC8266547,ROCKVILLE,MD,2533,20850,200000,200000,195000,AMERICANA CENTRE,AMERICANA CENTRE,SOLD,4/28/2014,43,148,1,0,1,1,482,Central Air Conditioning,Sep Dining Rm,FALSE,0,Forced Air,FALSE,,,702,,Garden 1-4 Floors,"Assigned, Covered Parking"
MC8271061,GAITHERSBURG,MD,2729,20878,200000,200000,201000,WASHINGTON TOWER CODM,WASHINGTON TOWER CODM,SOLD,4/4/2014,8,8,1,0,1,2,656,Window Unit(s),Galley Kitchen,FALSE,0,Heat Pump(s),FALSE,,,1036,,Hi-Rise 9+ Floors,"Assigned, Parking Fee, Covered Parking"
MC8287110,POOLESVILLE,MD,2190,20837,200000,199975,200000,WESMOND TOWNHOUSES,WESMOND TOWNHOUSES,SOLD,4/14/2014,3,3,3,1,2,3,,Central Air Conditioning,Eat-In Kitchen,FALSE,0,Heat Pump(s),TRUE,75,1342,0,Interior,Townhouse,"Assigned, Drvwy/Off Str"
MC8303672,GAITHERSBURG,MD,,20878,200000,200000,216000,BRIGHTON WEST CODM #2,BRIGHTON WEST CODM #2,SOLD,5/8/2014,7,7,4,1,3,3,259,"Ceiling Fan(s), Central Air Conditioning","Kit-Breakfast Bar, Kit-Table Space, Liv-Din Combo, Breakfast nook, Eat-In Kitchen",FALSE,0,Forced Air,TRUE,0,,1813,Interior,Townhouse,Assigned
MC8303810,GERMANTOWN,MD,5565,20876,200000,200000,200500,BRANDERMILL,BRANDERMILL,SOLD,4/23/2014,5,5,2,0,2,2,,Central Air Conditioning,Sep Dining Rm,FALSE,0,Heat Pump(s),TRUE,122,1200,0,Interior,Townhouse,Assigned
MC8315214,GERMANTOWN,MD,5569,20876,200000,200000,197800,BRANDERMILL,BRANDERMILL,SOLD,5/14/2014,6,6,2,0,2,2,,Central Air Conditioning,Sep Dining Rm,FALSE,0,Heat Pump(s),TRUE,122,1400,1148,Interior,Townhouse,"Assigned, Unassigned"
MC8265279,SILVER SPRING,MD,2866,20906,199999,199999,199999,MONTGOMERY CHASE CODM,MONTGOMERY CHASE CODM,SOLD,3/15/2014,14,14,2,1,1,2,150,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Central,FALSE,,,1276,Upper,Townhouse,"Assigned, Unassigned"
MC8281958,OLNEY,MD,,20832,199999,209000,201000,FAIR HILL CODM,FAIR HILL CODM,SOLD,6/16/2014,67,67,2,1,1,2,269.5,"Central Air Conditioning, Ceiling Fan(s)","Kit-Dining Combo, Kit-Country",FALSE,1,Heat Pump(s),TRUE,90,,1032,Upper,Townhouse,Assigned
MC8288011,ROCKVILLE,MD,4640,20852,199999,199999,211000,GROSVENOR PARK III,GROSVENOR PARK III,SOLD,4/16/2014,4,23,1,0,1,2,804.1,Central Air Conditioning,"Fam Rm Off Kit, Sep Dining Rm",FALSE,0,"Forced Air, Central",FALSE,,,1090,,Hi-Rise 9+ Floors,"Garage, Prk Space Cnvys, Assigned, Garage Door Opener"
MC8297264,BETHESDA,MD,6750,20814,199999,210000,195000,PROMENADE TOWERS COOP,PROMENADE TOWERS COOP,SOLD,6/11/2014,76,76,1,0,1,2,1110,Central Air Conditioning,Fam Rm Off Kit,FALSE,0,Forced Air,FALSE,0,,1117,,Hi-Rise 9+ Floors,"Assigned, Garage"
MC8155976,GAITHERSBURG,MD,,20878,199900,210900,184000,POTOMAC GROVE,POTOMAC GROVE CODM,SOLD,3/14/2014,172,172,2,1,1,2,65,Central Air Conditioning,Kit-Table Space,FALSE,0,"Central, Forced Air, Heat Pump(s)",TRUE,65,,1179,Piggyback,Townhouse,"Assigned, Surface"
MC8196340,SILVER SPRING,MD,6114,20901,199900,199900,180000,THE BRADFORD,THE BRADFORD CODM,SOLD,3/19/2014,128,296,1,0,1,2,266.31,Central Air Conditioning,"Galley Kitchen, Kit-Dining Combo",FALSE,0,Forced Air,TRUE,0,,736,,Garden 1-4 Floors,"Assigned, Surface"
MC8221047,KENSINGTON,MD,1836,20895,199900,215000,185000,THE WATERFORD,THE WATERFORD,SOLD,2/24/2014,70,70,1,0,1,1,659,Central Air Conditioning,"Liv-Din Combo, Galley Kitchen",FALSE,0,Central,FALSE,,,1315,,Hi-Rise 9+ Floors,"Lmt Comm Elem, Unassigned"
MC8221675,ROCKVILLE,MD,2448,20853,199900,199900,189000,NORTH CREEK PLACE CODM,NORTH CREEK PLACE CODM,SOLD,1/15/2014,40,40,1,0,1,2,390,Central Air Conditioning,Sep Dining Rm,FALSE,0,Forced Air,FALSE,,,1082,,Garden 1-4 Floors,Assigned
MC8228161,GAITHERSBURG,MD,1209,20886,199900,229500,200000,OVERLEA,OVERLEA,SOLD,2/26/2014,67,67,3,1,2,3,,"Central Air Conditioning, Heat Pump(s)",Liv-Din Combo,FALSE,0,"Forced Air, Heat Pump(s)",TRUE,300,741,0,Interior,Back-to-Back,Assigned
MC8231470,GAITHERSBURG,MD,2803,20882,199900,199900,210500,DAMASCUS OUTSIDE,DAMASCUS OUTSIDE,SOLD,1/14/2014,9,9,2,0,2,3,,"Ceiling Fan(s), Central Air Conditioning",Sep Dining Rm,FALSE,1,Baseboard,FALSE,,22102,1568,,Detached,"Drvwy/Off Str, Garage, Street"
MC8232787,ROCKVILLE,MD,2719,20852,199900,209900,187500,THE FORUM,THE FORUM,SOLD,2/12/2014,47,47,2,1,1,1,438,Programmable Thermostat,"Galley Kitchen, Kit-Dining Combo",FALSE,0,Programmable Thermostat,FALSE,,,600,,Hi-Rise 9+ Floors,"Garage, Unassigned, Other"
MC8258071,SILVER SPRING,MD,,20906,199900,199900,185000,KIMBERLY PLACE,KIMBERLY PLACE,SOLD,4/11/2014,13,123,3,1,2,3,299,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,,1552,End,Townhouse,Assigned
MC8275333,GERMANTOWN,MD,,20874,199900,199900,199900,WATERS HOUSE CODM,WATERS HOUSE CODM,SOLD,3/28/2014,5,5,2,0,2,2,198,Central Air Conditioning,Liv-Din Combo,FALSE,1,Forced Air,FALSE,,,1149,,Garden 1-4 Floors,Unassigned
MC8285649,OLNEY,MD,,20832,199900,199900,197000,FAIR HILL CODM,FAIR HILL CODM,SOLD,4/25/2014,16,16,2,1,1,2,269.5,"Ceiling Fan(s), Heat Pump(s)","Kit-Breakfast Bar, Kit-Dining Combo",FALSE,1,Heat Pump(s),TRUE,90,,1032,Upper,Garden 1-4 Floors,Assigned
MC8292623,ROCKVILLE,MD,3329,20852,199900,199900,195000,GROSVENOR PARK IV,GROSVENOR PARK IV,SOLD,4/24/2014,5,5,1,0,1,1,420,Central Air Conditioning,"Galley Kitchen, Liv-Din Combo",FALSE,0,Central,FALSE,,,736,,Garden 1-4 Floors,"Permit Required, Additional Storage Area"
MC8317692,BETHESDA,MD,,20814,199900,209900,190000,PARKSIDE CODM,PARKSIDE CODM,SOLD,6/9/2014,40,40,1,0,1,1,340,Central Air Conditioning,Gourmet,FALSE,0,Forced Air,FALSE,,,780,,Garden 1-4 Floors,Street
MC8327658,SILVER SPRING,MD,6050,20905,199900,199900,210000,PEACHWOOD,PEACHWOOD,SOLD,5/30/2014,5,5,2,1,1,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,TRUE,60,1500,0,Interior,Townhouse,Street
MC8296037,GAITHERSBURG,MD,,20886,199700,199700,200000,HORIZON RUN,HORIZON RUN,SOLD,5/16/2014,6,19,3,1,2,3,167,Central Air Conditioning,"Kit-Country, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,,0,Interior,Attach/Row Hse,Drvwy/Off Str
MC8260457,GAITHERSBURG,MD,,20878,199500,199500,205000,BRIGHTON WEST CODM #5,BRIGHTON WEST CODM #5,SOLD,5/17/2014,43,43,3,1,2,4,367,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,,1813,Interior,Townhouse,Assigned
MC8279731,SILVER SPRING,MD,,20906,199500,199500,196500,GREENS AT LEISURE WORLD,GREENS AT LEISURE WORLD ,SOLD,4/30/2014,34,330,2,0,2,2,670,"Ceiling Fan(s), Central Air Conditioning","Kit-Table Space, Sep Dining Rm",FALSE,0,Heat Pump(s),FALSE,,,1480,,Hi-Rise 9+ Floors,"Additional Storage Area, Gen Comm Elem, Unassigned"
MC8202355,ROCKVILLE,MD,3344,20852,199000,199000,190000,GROSVENOR PARK II,GROSVENOR PARK II,SOLD,1/24/2014,61,61,1,0,1,0,394,Central Air Conditioning,Liv-Din Combo,FALSE,0,Central,FALSE,,,560,,Hi-Rise 9+ Floors,Garage
MC8237025,GERMANTOWN,MD,,20874,199000,199000,184000,NORTH CREEK,NORTH CREEK,SOLD,1/31/2014,23,23,2,0,2,3,77,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Heat Pump(s),FALSE,,,1380,Interior,Townhouse,Assigned
MC8243084,CLARKSBURG,MD,9709,20871,199000,199000,185000,CLARKSBURG OUTSIDE,CLARKSBURG OUTSIDE,SOLD,2/21/2014,47,254,1,0,1,2,,Central Air Conditioning,Kit-Country,FALSE,0,Heat Pump(s),FALSE,,10272,0,,Detached,Drvwy/Off Str
MC8253646,GAITHERSBURG,MD,,20878,199000,199000,190000,GREENS OF WARTHER CODM,GREENS OF WARTHER CODM,SOLD,2/3/2014,1,1,1,0,1,2,150,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo",FALSE,1,Heat Pump(s),FALSE,,,1163,End,Townhouse,"Assigned, Other"
MC8252360,GAITHERSBURG,MD,,20878,199000,199000,188000,FOUNTAIN HILLS CODM,FOUNTAIN HILLS CODM,SOLD,3/19/2014,36,168,2,0,2,2,300,Central Air Conditioning,Fam Rm Off Kit,FALSE,0,Forced Air,TRUE,42,,1083,,Garden 1-4 Floors,Unassigned
MC8259325,BETHESDA,MD,,20814,199000,199000,186000,PARKSIDE CODM,PARKSIDE CODM,SOLD,2/27/2014,6,6,1,0,1,1,333,Central Air Conditioning,"Kit-Table Space, Dining ""L""",FALSE,0,Forced Air,FALSE,,,780,,Garden 1-4 Floors,"Gen Comm Elem, Drvwy/Off Str, Free, Street, Unassigned, Additional Storage Area"
MC8255417,OLNEY,MD,,20832,199000,199000,211000,FAIR HILL CODM,FAIR HILL CODM,SOLD,2/28/2014,17,17,2,1,1,2,269,Central Air Conditioning,Kit-Dining Combo,FALSE,1,Central,TRUE,90,,1032,Interior,Townhouse,Assigned
MC8262689,TAKOMA PARK,MD,4553,20912,199000,199000,200100,MANOR CIRCLE CODM,MANOR CIRCLE CODM,SOLD,3/31/2014,10,10,1,0,1,2,459,"Central Air Conditioning, Ceiling Fan(s)","Dining ""L"", Galley Kitchen, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,,872,,Garden 1-4 Floors,"Assigned, Prk Space Cnvys"
MC8267619,OLNEY,MD,,20832,199000,210000,170000,OLNEY TOWNE,OLNEY TOWNE,SOLD,6/26/2014,113,113,3,1,2,3,386,"Ceiling Fan(s), Central Air Conditioning","Eat-In Kitchen, Sep Dining Rm, Kit-Breakfast Bar",FALSE,0,"Central, Forced Air, Programmable Thermostat",TRUE,0,,640,Interior,Attach/Row Hse,"Drvwy/Off Str, Unassigned, Permit Required"
MC8271774,SILVER SPRING,MD,3351,20901,199000,215000,195000,PARKSIDE PLAZA CODM,PARKSIDE PLAZA CODM,SOLD,5/30/2014,70,70,1,0,1,2,733.94,Central Air Conditioning,"Dining ""L"", Eat-In Kitchen",FALSE,0,Forced Air,FALSE,,,1172,,Hi-Rise 9+ Floors,"Unassigned, Surface"
MC8309428,SILVER SPRING,MD,,20906,199000,199000,199000,FAIRWAYS SOUTH,FAIRWAYS SOUTH,SOLD,5/12/2014,18,18,2,0,2,2,704,"Central Air Conditioning, Ceiling Fan(s)","Kit-Country, Sep Dining Rm",FALSE,0,90% Forced Air,TRUE,0,,1420,,Hi-Rise 9+ Floors,"Off Site Parking, Gen Comm Elem"
MC8328912,SILVER SPRING,MD,5699,20906,198800,198800,175000,LEISURE WORLD,VANTAGE POINT WEST AT LE,SOLD,6/17/2014,38,38,2,0,2,2,531,Central Air Conditioning,Kit-Table Space,FALSE,0,"Heat Pump(s), 90% Forced Air",TRUE,0,,1035,,Hi-Rise 9+ Floors,"Gen Comm Elem, Permit Required"
MC8277584,SILVER SPRING,MD,5355,20910,198500,208000,195000,THAYER TOWERS,THAYER TOWERS,SOLD,6/2/2014,42,42,2,1,1,2,544,"Central Air Conditioning, Ceiling Fan(s)","Kit-Table Space, Sep Dining Rm",FALSE,0,"Central, Forced Air",FALSE,,,969,,Mid-Rise 5-8 Floors,Gen Comm Elem
MC8298985,SILVER SPRING,MD,8339,20906,198000,198000,195000,TURNBERRY COURTS AT LEIS,TURNBERRY COURTS AT LEIS,SOLD,5/9/2014,17,17,2,0,2,2,546,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,0,"Central, Forced Air",TRUE,0,,1093,,Mid-Rise 5-8 Floors,"Gen Comm Elem, Handicap Parking, Street, Prk Space Cnvys, Garage"
MC8265054,SILVER SPRING,MD,,20906,197900,214500,189900,MONTGOMERY MUTUAL COOP,MONTGOMERY MUTUAL COOP,SOLD,6/12/2014,74,74,2,1,1,2,905,Central Air Conditioning,"Dining ""L""",FALSE,1,Forced Air,FALSE,,,1412,,Duplex,Assigned
MC8244095,SILVER SPRING,MD,8336,20906,196500,196500,193500,TURNBERRY COURTS AT LEIS,TURNBERRY COURTS AT LEIS,SOLD,2/20/2014,15,15,2,0,2,2,551.36,"Central Air Conditioning, Ceiling Fan(s)","Sep Dining Rm, Eat-In Kitchen",FALSE,0,Forced Air,FALSE,,,1092,,Mid-Rise 5-8 Floors,"Garage Door Opener, Garage"
MC8195757,GERMANTOWN,MD,3890,20874,195000,195000,186000,CHURCHILL VIEW,CHURCHILL VIEW CODM,SOLD,3/19/2014,112,112,2,0,2,3,259,"Ceiling Fan(s), Central Air Conditioning",Liv-Din Combo,FALSE,0,Forced Air,FALSE,,,1122,,Garden 1-4 Floors,Assigned
MC8256543,BETHESDA,MD,6731,20814,195000,195000,185000,PROMENADE TOWERS COOP,PROMENADE TOWERS COOP,SOLD,2/28/2014,23,23,1,0,1,2,996,Central Air Conditioning,Liv-Din Combo,FALSE,0,Forced Air,FALSE,,,981,,Other,Garage
MC8309240,SILVER SPRING,MD,,20906,195000,195000,195000,WINTERGATE AT LONGMEAD C,WINTERGATE AT LONGMEAD C,SOLD,5/22/2014,6,6,2,0,2,2,203.82,Central Air Conditioning,Galley Kitchen,FALSE,0,Central,TRUE,0,,1053,,Garden 1-4 Floors,"Gen Comm Elem, Permit Required"
MC8202394,ROCKVILLE,MD,2454,20853,194950,199950,187500,NORTH CREEK PLACE CODM,NORTH CREEK PLACE CODM,SOLD,6/5/2014,168,168,1,0,1,2,380,Central Air Conditioning,"Eat-In Kitchen, Dining ""L""",FALSE,0,Forced Air,FALSE,,,1047,,Garden 1-4 Floors,Assigned
MC8256274,SILVER SPRING,MD,,20906,194900,194900,187500,FAIRWAYS SOUTH,FAIRWAYS SOUTH,SOLD,4/14/2014,52,52,2,0,2,2,663,Central Air Conditioning,Liv-Din Combo,FALSE,0,Heat Pump(s),FALSE,,,1320,,Hi-Rise 9+ Floors,"Surface, Unassigned"
MC8271710,ROCKVILLE,MD,,20852,194900,194900,185000,BETHESDA PARK,BETHESDA PARK,SOLD,4/2/2014,15,15,1,0,1,2,542,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,FALSE,,,1145,,Garden 1-4 Floors,Unassigned
MC8296045,MONTGOMERY VILLAGE,MD,,20886,194700,194700,200000,HORIZON RUN,HORIZON RUN,SOLD,4/30/2014,6,6,3,1,2,3,169,Central Air Conditioning,Kit-Country,FALSE,0,Forced Air,FALSE,,,0,Interior,Townhouse,Gen Comm Elem
MC8207513,SILVER SPRING,MD,,20906,194500,194500,183000,LEISURE WORLD,ROSSMOOR MUTUAL #10,SOLD,4/7/2014,88,88,1,0,1,2,589,Central Air Conditioning,Liv-Din Combo,FALSE,1,Heat Pump(s),TRUE,0,,850,,Patio Home,"Garage, Paved Driveway"
MC8255191,GERMANTOWN,MD,,20874,194500,194500,190000,NORTH CREEK,NORTH CREEK,SOLD,3/24/2014,6,6,2,0,2,3,77,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,TRUE,0,,1380,Interior,Townhouse,Assigned
MC8286177,MONTGOMERY VILLAGE,MD,1920,20886,194491,194491,194500,THOMAS CHOICE WEST,THOMAS CHOICE WEST,SOLD,4/25/2014,14,14,2,0,2,3,,Central Air Conditioning,"Fam Rm Off Kit, Kit-Country",FALSE,0,Heat Pump(s),TRUE,270.82,600,0,,Back-to-Back,Unassigned
MC8234793,BOYDS,MD,9673,20841,194000,194000,194000,BARNESVILLE OUTSIDE,BARNESVILLE OUTSIDE,SOLD,2/28/2014,6,6,2,1,1,2,,None,Sep Dining Rm,FALSE,0,Baseboard,FALSE,,336719,0,,Detached,"Garage, Drvwy/Off Str"
MC8209940,TAKOMA PARK,MD,6959,20912,192500,192500,190000,TAKOMA PARK,TAKOMA PARK,SOLD,4/25/2014,1,1,1,0,1,1,349,"Other, Zoned","Gourmet, Kit-Breakfast Bar, Sep Dining Rm",FALSE,0,"90% Forced Air, Hydronic Radiant Floors, Zoned",FALSE,,,1053,,Hi-Rise 9+ Floors,"Assigned, Lmt Comm Elem, Permit Required"
MC8253991,SILVER SPRING,MD,2240,20903,190000,190000,193000,OAKVIEW,OAKVIEW,SOLD,1/31/2014,8,8,1,0,1,3,,Central Air Conditioning,"Efficiency Kit, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,7725,0,,Detached,"Drvwy/Off Str, Street"
MC8285871,GERMANTOWN,MD,4612,20874,190000,190000,188000,ASHMORE @ GERMANTOWN COD,ASHMORE @ GERMANTOWN COD,SOLD,6/2/2014,21,21,2,0,2,2,336.27,"Ceiling Fan(s), Central Air Conditioning",Sep Dining Rm,FALSE,1,Forced Air,FALSE,,,1147,,Garden 1-4 Floors,Assigned
MC8331128,GAITHERSBURG,MD,,20879,190000,190000,185000,HYDE PARK,HYDE PARK,SOLD,6/23/2014,8,8,2,0,2,3,230,Central Air Conditioning,"Breakfast Room, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,,0,,Garden 1-4 Floors,Unassigned
