ML#,City,State,Zip 4,Zip Code,List Price,Original List Price,Close Price,Advertised Subdivision,Legal Subdivision,Status,Close Date,DOMM,DOMP,Baths All,Baths Half,Baths Full,Bedrooms,Condo Coop Fee,Cooling,Dining Kitchen,Farm,Fireplaces,Heating,HOA,HOA Fee,Lot Sqft,Total Square Footage,Townhouse Type,Type,Parking
MC8281185,GERMANTOWN,MD,,20876,489900,489900,495000,SENECA PARK NORTH,SENECA PARK NORTH,SOLD,6/24/2014,53,53,4,1,3,4,,"Central Air Conditioning, Ceiling Fan(s)","Kit-Country, Sep Dining Rm, Eat-In Kitchen, Fam Rm Off Kit",FALSE,1,Forced Air,TRUE,75,6604,0,,Detached,Garage
MC8298162,CHEVY CHASE,MD,,20815,489900,539900,492900,THE ELIZABETH,THE ELIZABETH,SOLD,6/25/2014,84,84,2,0,2,2,1075.47,Central Air Conditioning,"Kit-Table Space, Galley Kitchen",FALSE,0,Forced Air,FALSE,,,1282,,Hi-Rise 9+ Floors,Garage
MC8290654,ROCKVILLE,MD,2041,20855,489900,489900,486900,REDLAND STATION,REDLAND STATION,SOLD,4/30/2014,7,7,3,1,2,4,,Central Air Conditioning,"Fam Rm Off Kit, Kit-Table Space, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,20077,0,,Detached,"Garage, Drvwy/Off Str"
MC8321560,OLNEY,MD,1103,20832,489900,489900,482000,OLNEY MILL,OLNEY MILL,SOLD,6/20/2014,5,5,3,1,2,4,,Central Air Conditioning,"Sep Dining Rm, Kit-Table Space",FALSE,1,Forced Air,TRUE,60,17095,0,,Detached,"Garage, Drvwy/Off Str"
MC8365818,ROCKVILLE,MD,2117,20850,489900,489900,490000,WEST END PARK,WEST END PARK,SOLD,6/30/2014,6,6,3,0,3,4,,Central Air Conditioning,"Kit-Table Space, Eat-In Kitchen",FALSE,1,Heat Pump(s),FALSE,,10980,0,,Detached,Drvwy/Off Str
MC8198825,SILVER SPRING,MD,6653,20904,489000,489000,489000,ROLLING ACRES,ROLLING ACRES,SOLD,1/6/2014,16,16,3,1,2,4,,"Central Air Conditioning, Ceiling Fan(s)","Kit-Breakfast Bar, Eat-In Kitchen, Kit-Table Space, Sep Dining Rm",FALSE,1,Central,FALSE,,13359,0,,Detached,Garage
MC8255179,TAKOMA PARK,MD,4338,20912,489000,489000,505000,TAKOMA PARK,TAKOMA PARK,SOLD,2/21/2014,5,5,2,1,1,3,,"Window Unit(s), Wall Unit","Sep Dining Rm, Eat-In Kitchen, Kit-Breakfast Bar",FALSE,1,Radiator,FALSE,,4292,0,,Detached,"Drvwy/Off Str, Shared Driveway"
MC8254921,ROCKVILLE,MD,1839,20850,489000,499000,479000,BEALLS SUB,BEALLS SUB,SOLD,2/28/2014,16,16,3,0,3,4,,Central Air Conditioning,"Breakfast Room, Dining ""L"", Fam Rm Off Kit",FALSE,0,Forced Air,FALSE,,8844,2228,,Detached,"Attendant, Drvwy/Off Str, Off Site Parking, Street"
MC8289871,BETHESDA,MD,,20814,489000,489000,489000,CHASE AT BETHESDA CODM,CHASE AT BETHESDA CODM,SOLD,4/18/2014,0,0,1,0,1,2,492,Central Air Conditioning,Liv-Din Combo,FALSE,1,Forced Air,FALSE,,,869,,Hi-Rise 9+ Floors,"Assigned, Garage"
MC8291073,SILVER SPRING,MD,1151,20910,489000,489000,491500,FOREST GLEN INV CO,FOREST GLEN INV CO,SOLD,5/16/2014,8,8,2,0,2,3,,"Central Air Conditioning, Ceiling Fan(s)",Kit-Dining Combo,FALSE,0,Forced Air,FALSE,,9000,0,,Detached,DW - Circular
MC8291087,SILVER SPRING,MD,2103,20901,489000,489000,485000,SUNSET TERRACE,SUNSET TERRACE,SOLD,4/29/2014,19,19,2,0,2,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,1,90% Forced Air,FALSE,,6210,1500,,Detached,Drvwy/Off Str
MC8297434,ROCKVILLE,MD,1219,20852,489000,489000,501000,HUNGERFORD,HUNGERFORD,SOLD,5/19/2014,10,10,3,0,3,4,,Central Air Conditioning,Sep Dining Rm,FALSE,0,Central,FALSE,,7200,0,,Detached,Paved Driveway
MC8298524,ROCKVILLE,MD,1108,20852,489000,489000,489000,HUNGERFORD,HUNGERFORD,SOLD,4/29/2014,8,8,3,0,3,3,,"Central Air Conditioning, Zoned","Kit-Dining Combo, Kit-Table Space",FALSE,1,"Central, Zoned",FALSE,,7368,2080,,Detached,Drvwy/Off Str
MC8305889,SILVER SPRING,MD,5522,20905,489000,489000,482000,OAK SPRINGS,OAK SPRINGS,SOLD,5/22/2014,14,162,4,1,3,4,,"Central Air Conditioning, Zoned","Kit-Breakfast Bar, Kit-Dining Combo",FALSE,1,"Forced Air, Zoned",FALSE,,20000,0,,Detached,Garage
MC8314858,ROCKVILLE,MD,1126,20852,489000,489000,502000,HUNGERFORD,HUNGERFORD,SOLD,5/21/2014,3,3,2,0,2,4,,Central Air Conditioning,"Gourmet, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,Forced Air,FALSE,,8211,0,,Detached,Drvwy/Off Str
MC8329910,SILVER SPRING,MD,1917,20901,489000,489000,489000,NORTHWOOD PARK,NORTHWOOD PARK,SOLD,5/28/2014,6,6,2,0,2,4,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,8745,0,,Detached,"Garage, Drvwy/Off Str"
MC8349109,SILVER SPRING,MD,3812,20901,489000,489000,480000,HIGHLAND VIEW,HIGHLAND VIEW,SOLD,6/18/2014,5,5,3,1,2,3,,Heat Pump(s),"Kit-Breakfast Bar, Eat-In Kitchen, Gourmet, Butlers Pantry, Sep Dining Rm",FALSE,1,Heat Pump(s),FALSE,,8257,0,,Detached,"Garage, Drvwy/Off Str, Paved Driveway, Concrete Driveway"
MC8251033,BOYDS,MD,4342,20841,488888,488888,485000,KINGS CROSSING,KINGS CROSSING,SOLD,2/21/2014,11,11,3,1,2,3,,Central Air Conditioning,"Kit-Family Combo, Kit-Breakfast Bar, Sep Dining Rm, Breakfast nook",FALSE,0,Forced Air,TRUE,63,6491,0,,Detached,Garage
MC8211345,SILVER SPRING,MD,5040,20901,488000,488000,475000,DUMONT OAKS,DUMONT OAKS,SOLD,3/14/2014,93,93,3,1,2,4,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,TRUE,38,8151,0,,Detached,"Drvwy/Off Str, Garage"
MC8329809,NORTH POTOMAC,MD,4259,20878,488000,488000,493000,DUFIEF MILL BROOK,DUFIEF MILL BROOK,SOLD,5/30/2014,5,5,4,1,3,3,,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo, Breakfast nook, Eat-In Kitchen",FALSE,1,Heat Pump(s),TRUE,109,2448,2068,End,Townhouse,"Free, Drvwy/Off Str, Unassigned"
MC8287229,GAITHERSBURG,MD,5797,20878,487500,487500,485000,KENTLANDS,KENTLANDS MIDTOWN,SOLD,4/22/2014,2,2,3,1,2,2,,Central Air Conditioning,"Kit-Breakfast Bar, Sep Dining Rm",FALSE,0,Forced Air,TRUE,111.99,1050,0,,Detached,Garage
MC8297135,NORTH BETHESDA,MD,2682,20852,487000,487000,470000,GALLERY AT WHITE FLINT P,GALLERY AT WHITE FLINT P,SOLD,5/16/2014,15,15,2,0,2,2,474,"Central Air Conditioning, Ceiling Fan(s)",Liv-Din Combo,FALSE,1,Forced Air,FALSE,,,1318,,Hi-Rise 9+ Floors,Garage
MC8119886,DERWOOD,MD,1426,20855,485000,599000,488000,MUNCASTER MANOR,MUNCASTER MANOR,SOLD,6/27/2014,327,327,4,2,2,3,,Central Air Conditioning,Kit-Table Space,FALSE,2,"Forced Air, Baseboard",FALSE,,67082,0,,Detached,Garage
MC8225502,SILVER SPRING,MD,1518,20901,485000,485000,475000,WOODMOOR,WOODMOOR,SOLD,1/31/2014,53,53,2,0,2,4,,Central Air Conditioning,Liv-Din Combo,FALSE,0,Forced Air,FALSE,,6600,0,,Detached,Drvwy/Off Str
MC8220970,GERMANTOWN,MD,3150,20876,485000,485000,480000,SENECA PARK NORTH,SENECA PARK NORTH,SOLD,1/22/2014,37,37,4,1,3,4,,Central Air Conditioning,Kit-Table Space,FALSE,1,Forced Air,TRUE,75,8037,0,,Detached,"Drvwy/Off Str, Garage"
MC8229581,ROCKVILLE,MD,,20852,485000,559000,460000,OLD GEORGETOWN VILL CODM,OLD GEORGETOWN VILL CODM,SOLD,5/28/2014,159,159,3,1,2,2,835,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,"Central, Forced Air",FALSE,,,1848,,Garden 1-4 Floors,"Free, Garage, Unassigned"
MC8257486,SILVER SPRING,MD,1521,20901,485000,485000,472000,WOODMOOR,WOODMOOR,SOLD,3/4/2014,7,7,2,0,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,6011,0,,Detached,Street
MC8281947,GAITHERSBURG,MD,3137,20882,485000,485000,482000,LAYTONSVILLE OUTSIDE,LAYTONSVILLE OUTSIDE,SOLD,5/7/2014,17,17,3,0,3,3,,Central Air Conditioning,"Kit-Dining Combo, Liv-Din Combo, Sep Dining Rm",FALSE,2,Heat Pump(s),FALSE,0,90605,2552,,Detached,"Drvwy/Off Str, Garage, Paved Driveway, Faces Front, Garage Door Opener"
MC8268334,DERWOOD,MD,1002,20855,485000,485000,485000,MILL CREEK TOWNE,MILL CREEK TOWNE,SOLD,3/31/2014,6,6,4,0,4,7,,Central Air Conditioning,"Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,1,Forced Air,FALSE,,21632,0,,Detached,"Drvwy/Off Str, Garage"
MC8283966,ROCKVILLE,MD,1506,20851,485000,485000,485000,TWINBROOK FOREST,TWINBROOK FOREST,SOLD,4/25/2014,26,26,2,0,2,4,,"Central Air Conditioning, Ceiling Fan(s)","Gourmet, Kit-Breakfast Bar, Liv-Din Combo",FALSE,1,Forced Air,FALSE,,13201,0,,Detached,Drvwy/Off Str
MC8308234,MONTGOMERY VILLAGE,MD,3159,20886,485000,499900,485000,WHETSTONE,WHETSTONE,SOLD,6/6/2014,38,38,3,1,2,4,,Central Air Conditioning,"Kit-Island, Sep Dining Rm, Breakfast nook",FALSE,2,Forced Air,TRUE,402.71,11516,0,,Detached,Garage
MC8308371,OLNEY,MD,1750,20832,485000,485000,485000,OLNEY OAKS,OLNEY OAKS,SOLD,5/23/2014,17,17,4,2,2,3,,"Ceiling Fan(s), Central Air Conditioning","Kit-Country, Kit-Table Space, Sep Dining Rm",FALSE,1,Heat Pump(s),TRUE,185,11485,2010,,Detached,Garage
MC8343138,SILVER SPRING,MD,5206,20910,485000,485000,482000,BLAIR,BLAIR,SOLD,6/20/2014,6,6,2,1,1,4,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Radiator,FALSE,,5024,0,,Detached,Street
MC8351603,SILVER SPRING,MD,5857,20905,485000,485000,480000,STONEGATE,STONEGATE,SOLD,6/18/2014,10,10,3,1,2,5,,Central Air Conditioning,"Kit-Country, Sep Dining Rm",FALSE,1,Central,FALSE,,17004,0,,Detached,"Drvwy/Off Str, Garage"
MC8274264,SILVER SPRING,MD,1503,20903,480000,500000,475000,HILLANDALE,HILLANDALE,SOLD,5/29/2014,52,173,4,1,3,3,,"Central Air Conditioning, Ceiling Fan(s), Programmable Thermostat","Gourmet, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen, Kit-Breakfast Bar, Breakfast Room",FALSE,1,Baseboard,FALSE,,9066,3422,,Detached,"Drvwy/Off Str, Concrete Driveway"
MC8272682,ROCKVILLE,MD,2370,20853,480000,480000,480000,MANOR WOODS,MANOR WOODS,SOLD,1/9/2014,0,10,3,0,3,4,,Central Air Conditioning,Eat-In Kitchen,FALSE,1,Forced Air,FALSE,,8625,0,,Detached,Drvwy/Off Str
MC8292172,SILVER SPRING,MD,1306,20910,480000,439990,480000,MONTGOMERY HILLS FOREST,MONTGOMERY HILLS FOREST,SOLD,4/16/2014,5,5,2,0,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,6851,0,,Detached,Street
MC8216456,SILVER SPRING,MD,3033,20901,479900,499990,468500,INDIAN SPRING CLUB ESTS,INDIAN SPRING CLUB ESTS,SOLD,2/27/2014,83,83,2,1,1,3,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,FALSE,0,5684,0,,Detached,Drvwy/Off Str
MC8265979,SILVER SPRING,MD,8365,20906,479900,479900,440000,CREEKSIDE @ LEISURE WORL,CREEKSIDE @ LEISURE WORL,SOLD,3/28/2014,31,31,2,0,2,2,712,"Central Air Conditioning, Ceiling Fan(s)","Kit-Breakfast Bar, Sep Dining Rm, Eat-In Kitchen",FALSE,0,Forced Air,FALSE,,,1766,,Mid-Rise 5-8 Floors,Garage
MC8280887,SILVER SPRING,MD,3902,20902,479900,479900,480000,FORESTVALE,FORESTVALE,SOLD,4/3/2014,7,70,3,0,3,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Central,FALSE,,5800,2068,,Detached,"Shared Driveway, Paved Driveway"
MC8284375,BETHESDA,MD,,20814,479900,479900,475000,BETHESDA OVERLOOK,BETHESDA OVERLOOK,SOLD,5/21/2014,17,17,3,0,3,3,353,Central Air Conditioning,Kit-Table Space,FALSE,1,Forced Air,FALSE,,,1893,End,Townhouse,"Assigned, Prk Space Cnvys"
MC8285977,ROCKVILLE,MD,1251,20853,479900,479900,480000,OLNEY OUT RES (2),OLNEY OUT RES (2),SOLD,4/18/2014,5,5,3,0,3,3,,Central Air Conditioning,"Fam Rm Off Kit, Kit-Table Space, Sep Dining Rm",FALSE,1,Central,FALSE,,16507,0,,Detached,Carport
MC8301373,ROCKVILLE,MD,2550,20855,479900,479900,480000,MILL CREEK SOUTH,MILL CREEK SOUTH,SOLD,6/4/2014,5,5,4,1,3,4,,Heat Pump(s),"Breakfast Room, Kit-Breakfast Bar, Sep Dining Rm",FALSE,1,"Heat Pump(s), Forced Air",FALSE,,10847,0,,Detached,Garage
MC8307992,GAITHERSBURG,MD,5102,20886,479900,479900,479900,WHETSTONE,WHETSTONE,SOLD,5/23/2014,3,3,3,0,3,5,,Central Air Conditioning,"Sep Dining Rm, Kit-Table Space",FALSE,1,Forced Air,TRUE,402.71,11363,3450,,Detached,"Drvwy/Off Str, Garage, Garage Door Opener"
MC8309429,OLNEY,MD,1812,20832,479900,479900,479900,OLNEY SQUARE,OLNEY SQUARE,SOLD,5/30/2014,13,13,3,1,2,4,,Central Air Conditioning,"Sep Dining Rm, Kit-Table Space",FALSE,1,Forced Air,FALSE,,14439,0,,Detached,"Garage, Drvwy/Off Str"
MC8113587,GAITHERSBURG,MD,3111,20879,479000,525000,450000,SENECA WHETSTONE,SENECA WHETSTONE,SOLD,3/28/2014,250,250,3,1,2,4,,"Ceiling Fan(s), Central Air Conditioning, Heat Pump(s)","Fam Rm Off Kit, Sep Dining Rm",FALSE,1,"Heat Pump(s), Programmable Thermostat",TRUE,170,19839,3100,,Detached,Garage
MC8118167,SILVER SPRING,MD,5115,20905,479000,599000,470000,COLESVILLE OUTSIDE,COLESVILLE OUTSIDE,SOLD,5/29/2014,282,282,3,0,3,5,,Central Air Conditioning,"Kit-Country, Fam Rm Off Kit, Kit-Table Space, Sep Dining Rm",FALSE,2,"Hot Water, Baseboard",TRUE,34,111078,1700,,Detached,Garage
MC8179184,BETHESDA,MD,,20814,479000,510000,477000,CITY CM OF BTHSD,CITY COM OF BETHESDA COD,SOLD,1/31/2014,102,102,3,1,2,2,510,Central Air Conditioning,"Galley Kitchen, Fam Rm Off Kit",FALSE,1,Forced Air,FALSE,,,1270,End,Townhouse,"Assigned, Prk Space Cnvys"
MC8197365,SILVER SPRING,MD,4306,20905,479000,489000,470000,PEACH ORCHARD HEIGHTS,PEACH ORCHARD HEIGHTS,SOLD,1/15/2014,66,66,3,1,2,4,,Central Air Conditioning,"Sep Dining Rm, Eat-In Kitchen, Kit-Table Space",FALSE,1,Heat Pump(s),FALSE,,24525,2624,,Detached,Garage
MC8227744,SILVER SPRING,MD,6511,20910,479000,479000,479000,THE LOFTS 24 CODM,THE LOFTS 24 CODM,SOLD,1/16/2014,7,7,2,0,2,2,504,Central Air Conditioning,"Kit-Island, Gourmet, Sep Dining Rm",FALSE,0,Central,FALSE,,,1526,,Garden 1-4 Floors,Assigned
MC8255904,SILVER SPRING,MD,2336,20910,479000,479000,405000,ROCK CREEK FOREST,ROCK CREEK FOREST,SOLD,4/22/2014,27,27,3,1,2,4,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,8067,0,,Detached,Drvwy/Off Str
MC8275439,TAKOMA PARK,MD,4827,20912,479000,499000,472500,TAKOMA PARK,TAKOMA PARK,SOLD,4/24/2014,33,33,3,0,3,4,,"Ceiling Fan(s), Central Air Conditioning, Zoned",Sep Dining Rm,FALSE,0,Forced Air,FALSE,,5035,0,,Detached,Street
MC8275432,ROCKVILLE,MD,3217,20854,479000,524000,475000,INVERNESS KNOLLS,INVERNESS KNOLLS,SOLD,6/13/2014,26,26,4,2,2,3,,Central Air Conditioning,"Eat-In Kitchen, Sep Dining Rm",FALSE,1,"Central, Forced Air",TRUE,153,2066,0,Interior,Townhouse,"Free, Unassigned"
MC8280027,SILVER SPRING,MD,5101,20910,479000,499000,470000,TAKOMA PARK,TAKOMA PARK,SOLD,4/18/2014,23,23,2,0,2,3,,Other,"Kit-Breakfast Bar, Sep Dining Rm",FALSE,1,Other,FALSE,,6197,0,,Detached,"Drvwy/Off Str, Garage"
MC8278124,OLNEY,MD,1666,20832,479000,497000,441000,HALLOWELL,HALLOWELL,SOLD,4/24/2014,34,34,4,2,2,3,,"Ceiling Fan(s), Central Air Conditioning","Sep Dining Rm, Eat-In Kitchen, Breakfast nook",FALSE,1,Forced Air,TRUE,75,2280,2892,Interior,Townhouse,"Drvwy/Off Str, Garage"
MC8284052,SILVER SPRING,MD,2930,20902,479000,499000,460000,WHEATON VIEW,WHEATON VIEW,SOLD,5/6/2014,23,23,3,0,3,5,,Central Air Conditioning,"Gourmet, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,10125,0,,Detached,Drvwy/Off Str
MC8284031,SILVER SPRING,MD,5980,20905,479000,495000,472000,STONEGATE,STONEGATE,SOLD,5/16/2014,44,44,4,1,3,4,,Central Air Conditioning,"Breakfast Room, Fam Rm Off Kit, Kit-Table Space, Sep Dining Rm",FALSE,1,Forced Air,TRUE,150,10060,0,,Detached,"Garage, Drvwy/Off Str"
MC8292558,OLNEY,MD,1338,20832,479000,488000,465000,OLNEY MILL,OLNEY MILL,SOLD,5/26/2014,28,28,3,1,2,4,,Central Air Conditioning,"Sep Dining Rm, Kit-Country",FALSE,1,"Central, Forced Air",TRUE,55,19954,2979,,Detached,"Drvwy/Off Str, Garage"
MC8296576,BARNESVILLE,MD,9729,20838,479000,479000,445000,BARNESVILLE OUTSIDE,BARNESVILLE OUTSIDE,SOLD,4/21/2014,22,22,3,1,2,4,,Heat Pump(s),Sep Dining Rm,FALSE,1,"Heat Pump(s), Forced Air",FALSE,,217800,0,,Detached,Drvwy/Off Str
MC8321647,SILVER SPRING,MD,2127,20901,479000,500000,475000,SUNSET TERRACE,SUNSET TERRACE,SOLD,6/4/2014,20,20,2,1,1,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,7873,1600,,Detached,Garage
MC8323834,SILVER SPRING,MD,5114,20910,479000,479000,500000,TAKOMA PARK,TAKOMA PARK,SOLD,6/2/2014,4,4,2,1,1,3,,Central Air Conditioning,"Sep Dining Rm, Gourmet",FALSE,1,Forced Air,FALSE,,9093,1144,,Detached,"Free, Street"
MC8329659,TAKOMA PARK,MD,4752,20912,479000,479000,485000,TAKOMA PARK,TAKOMA PARK,SOLD,6/16/2014,7,7,2,0,2,3,,"Central Air Conditioning, Ceiling Fan(s)","Sep Dining Rm, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,6300,0,,Detached,Drvwy/Off Str
MC8164828,ROCKVILLE,MD,2105,20850,475000,475000,470000,WEST END PARK,WEST END PARK,SOLD,2/18/2014,12,12,3,1,2,4,,Central Air Conditioning,Kit-Country,FALSE,0,Forced Air,FALSE,0,9250,0,,Detached,Drvwy/Off Str
MC8216968,ROCKVILLE,MD,3442,20852,475000,475000,460000,TIMBERLAWN,TIMBERLAWN,SOLD,3/7/2014,97,97,3,1,2,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Central,TRUE,75,1085,0,,Back-to-Back,Unassigned
MC8229325,KENSINGTON,MD,4252,20895,475000,475000,475000,PARKWOOD,PARKWOOD,SOLD,1/17/2014,3,3,1,0,1,3,,"Ceiling Fan(s), Central Air Conditioning",Sep Dining Rm,FALSE,1,Forced Air,FALSE,,8627,1188,,Detached,"Free, Street"
MC8238765,SILVER SPRING,MD,1865,20906,475000,499900,475000,WHEATON OUT RES. (2),WHEATON OUT RES. (2),SOLD,4/1/2014,83,83,4,1,3,4,,Central Air Conditioning,"Kit-Island, Sep Dining Rm, Fam Rm Off Kit",FALSE,1,Heat Pump(s),TRUE,70,10625,3104,,Detached,"Garage, Drvwy/Off Str"
MC8250654,BETHESDA,MD,,20814,475000,475000,445000,WHITLEY PARK CODM,WHITLEY PARK CODM,SOLD,2/17/2014,6,50,3,1,2,2,983,Central Air Conditioning,"Dining ""L"", Kit-Table Space",FALSE,0,Central,FALSE,,,1743,,Hi-Rise 9+ Floors,"Garage, Assigned"
MC8261889,ROCKVILLE,MD,1103,20855,475000,475000,465000,MILL CREEK TOWNE,MILL CREEK TOWNE,SOLD,3/11/2014,14,134,3,1,2,4,,Central Air Conditioning,"Eat-In Kitchen, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,16994,2850,,Detached,Drvwy/Off Str
MC8263793,SILVER SPRING,MD,3828,20901,475000,475000,500800,HIGHLAND VIEW,HIGHLAND VIEW,SOLD,3/14/2014,5,5,3,0,3,4,,Central Air Conditioning,"Galley Kitchen, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,5530,0,,Detached,Street
MC8264012,SILVER SPRING,MD,5109,20905,475000,525000,475000,COLESVILLE OUTSIDE,COLESVILLE OUTSIDE,SOLD,5/30/2014,99,99,2,0,2,3,,"Central Air Conditioning, Heat Pump(s)","Gourmet, Kit-Table Space, Eat-In Kitchen, Sep Dining Rm",FALSE,1,"Forced Air, Central, Baseboard, Heat Pump(s)",FALSE,,27007,0,,Detached,"Garage, Private 1-10 Spaces, Additional Storage Area, Gravel Driveway"
MC8271983,ROCKVILLE,MD,3832,20850,475000,475000,450000,ROXBORO,ROXBORO,SOLD,4/1/2014,9,9,2,0,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,7380,1500,,Detached,"Drvwy/Off Str, Free"
MC8276366,GERMANTOWN,MD,2216,20874,475000,495000,472500,KINGSVIEW KNOLLS,KINGSVIEW KNOLLS,SOLD,4/25/2014,21,21,3,0,3,4,,"Ceiling Fan(s), Central Air Conditioning, Attic Fan",Sep Dining Rm,FALSE,2,Forced Air,FALSE,,20000,0,,Detached,"Garage, Drvwy/Off Str"
MC8307697,ROCKVILLE,MD,2953,20853,475000,475000,495000,ROCK CREEK MANOR,ROCK CREEK MANOR,SOLD,5/6/2014,5,5,3,1,2,4,,"Ceiling Fan(s), Central Air Conditioning","Kit-Dining Combo, Kit-Island",FALSE,0,Forced Air,FALSE,,12225,0,,Detached,Garage
MC8291158,GAITHERSBURG,MD,3158,20886,475000,525000,475000,WHETSTONE,WHETSTONE,SOLD,6/19/2014,59,59,4,1,3,6,,Central Air Conditioning,"Kit-Family Combo, Kit-Island, Sep Dining Rm, Gourmet",FALSE,1,Heat Pump(s),TRUE,390,8921,3964,,Detached,"Drvwy/Off Str, Garage, Free"
MC8292335,GAITHERSBURG,MD,2284,20878,475000,475000,475000,QUINCE ORCHARD MANOR,QUINCE ORCHARD MANOR,SOLD,4/22/2014,7,7,4,2,2,4,,Heat Pump(s),Kit-Table Space,FALSE,1,Heat Pump(s),FALSE,,10500,0,,Detached,"Garage Door Opener, Garage, Paved Driveway, Street"
MC8295569,NORTH POTOMAC,MD,4900,20878,475000,475000,470000,QUINCE ORCHARD KNOLLS,QUINCE ORCHARD KNOLLS,SOLD,5/16/2014,13,13,4,1,3,2,,Central Air Conditioning,"Kit-Island, Eat-In Kitchen",FALSE,1,Heat Pump(s),TRUE,211,2308,0,End,Townhouse,Garage
MC8295878,OLNEY,MD,1713,20832,475000,475000,460000,OLNEY SQUARE,OLNEY SQUARE,SOLD,4/29/2014,4,4,4,1,3,4,,"Central Air Conditioning, Ceiling Fan(s)","Kit-Table Space, Sep Dining Rm",FALSE,1,"Forced Air, Baseboard",FALSE,,19827,2284,,Detached,"Drvwy/Off Str, Garage"
MC8302433,MONTGOMERY VILLAGE,MD,1341,20886,475000,490000,475000,FAIRIDGE,FAIRIDGE,SOLD,6/2/2014,24,24,4,1,3,4,,"Central Air Conditioning, Ceiling Fan(s)","Kit-Island, Kit-Breakfast Bar, Sep Dining Rm, Fam Rm Off Kit",FALSE,1,Forced Air,TRUE,326.5,9758,0,,Detached,"Garage, Drvwy/Off Str"
MC8303497,SILVER SPRING,MD,3351,20906,475000,475000,475000,LAYHILL SOUTH,LAYHILL SOUTH,SOLD,5/23/2014,15,15,3,0,3,5,,Central Air Conditioning,"Gourmet, Kit-Breakfast Bar, Kit-Table Space, Sep Dining Rm, Breakfast nook",FALSE,1,Forced Air,FALSE,,10736,3002,,Detached,Drvwy/Off Str
MC8305992,SILVER SPRING,MD,3433,20904,475000,489900,450000,WOLFE ACRES,WOLFE ACRES,SOLD,6/10/2014,37,37,3,1,2,3,,Window Unit(s),"Dining ""L""",FALSE,1,Forced Air,FALSE,,21850,0,,Detached,"Drvwy/Off Str, Garage"
MC8313850,SILVER SPRING,MD,5548,20910,475000,475000,475000,MCNEILLS ADD,MCNEILLS ADD,SOLD,5/15/2014,7,7,1,0,1,3,,Central Air Conditioning,"Galley Kitchen, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,5516,0,,Detached,Garage
MC8316643,DERWOOD,MD,1147,20855,475000,475000,475000,MILL CREEK TOWNE,MILL CREEK TOWNE,SOLD,6/24/2014,19,19,3,1,2,4,,"Ceiling Fan(s), Central Air Conditioning",Kit-Table Space,FALSE,1,Forced Air,FALSE,,15791,0,,Detached,"Drvwy/Off Str, Garage, Paved Driveway, Faces Front, Garage Door Opener, Additional Storage Area"
MC8318786,OLNEY,MD,2242,20832,475000,475000,460000,WILLIAMSBURG VILLAGE,WILLIAMSBURG VILLAGE,SOLD,6/13/2014,23,23,3,0,3,4,,"Ceiling Fan(s), Central Air Conditioning","Kit-Table Space, Dining ""L""",FALSE,1,"Forced Air, Heat Pump(s)",TRUE,57,13292,0,,Detached,Garage
MC8378787,ROCKVILLE,MD,2733,20850,475000,475000,470000,NEW MARK COMM TH,NEW MARK COMM TH,SOLD,6/16/2014,0,0,3,1,2,3,,Central Air Conditioning,"Sep Dining Rm, Kit-Table Space",FALSE,0,Forced Air,TRUE,1095,1455,0,Interior,Townhouse,Assigned
MC8385452,OLNEY,MD,1252,20832,475000,475000,475000,OLNEY MILL,OLNEY MILL,SOLD,5/15/2014,0,0,3,1,2,4,,Central Air Conditioning,"Sep Dining Rm, Kit-Country",FALSE,1,Forced Air,TRUE,55,17652,0,,Detached,Garage
MC8266967,GAITHERSBURG,MD,4302,20877,474999,474999,470000,SAYBROOKE,SAYBROOKE,SOLD,3/12/2014,4,4,4,1,3,4,,Central Air Conditioning,"Sep Dining Rm, Breakfast Room",FALSE,1,Forced Air,TRUE,175,6086,0,,Detached,Garage
